Country Code	Nome	Ano	"Taxa de mortalidade (por 1000 pessoas)"	"Expectativa de vida à nascença (anos)"	"Desemprego de Longo Prazo (%)"	"Desemprego de Longo Prazo Feminino (%)"	"Long-term unemployment, male (% of male unemployment)"	"População entre os 0 e os 14 anos (%)"	"População entre os 15 e os 64 anos (%)"	"População com 65 anos ou mais (%)"	"Crescimento Populacional (% anual)"	"População Feminina (%)"	"População total"	"Desempregados com ensino básico (% do desemprego total)"	"Desempregados com ensino básico, mulheres (% do desemprego feminino total)"	"Unemployment with primary education, male (% of male unemployment)"	"Desempregados com ensino secundário (% do desemprego total)"	"Desempregados com ensino secundário, mulheres (% do desemprego feminino total)"	"Unemployment with secondary education, male (% of male unemployment)"	"Desempregados com ensino superior (% do desemprego total)"	"Desempregados com ensino superior, mulheres (% do desemprego feminino total)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Desemprego, mulheres (% força de trabalho feminina)"	"Unemployment, male (% of male labor force)"	"Desemprego Total (%)"	"Desemprego, juventude feminina (% força de trabalho feminina entres os 15 e os 24 anos)"	"Desemprego jovem (% força de trabalho entres os 15 e os 24 anos)"
HUN	Hungria	1976	12.5	69.57317073	0	0	0	20.28808978	66.69917252	13.01273769	0.550182989	51.49390848	10598677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1977	12.4	69.84804878	0	0	0	20.70503405	65.98208145	13.3128845	0.464581043	51.48829098	10648031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1978	13.1	69.39390244	0	0	0	21.26686501	65.17852313	13.55461185	0.344923733	51.48652579	10684822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1979	12.8	69.61536585	0	0	0	21.74040329	64.59971772	13.65987898	0.180747382	51.49363837	10704152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1980	13.6	69.06170732	0	0	0	21.99033518	64.41458155	13.59508327	0.065093729	51.51291632	10711122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1981	13.5	69.13926829	0	0	0	22.29720742	64.31459861	13.38819397	0.006777772	51.54612861	10711848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1982	13.5	69.35780488	0	0	0	22.26559596	64.7011138	13.03329024	-0.058952116	51.59163708	10705535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1983	13.9	68.97365854	0	0	0	22.01482242	65.35759961	12.62757797	-0.150240753	51.64513874	10689463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1984	13.8	69.02585366	0	0	0	21.76873765	65.92613889	12.30512346	-0.200097849	51.70017884	10668095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1985	13.9	68.97219512	0	0	0	21.6443527	66.21319922	12.14244808	-0.181847163	51.75187684	10648713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1986	13.8	69.17341463	0	0	0	21.184725	66.47047407	12.34480093	-0.170579145	51.79821786	10630564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1987	13.4	69.65121951	0	0	0	21.01181566	66.34683741	12.64134693	-0.167798788	51.84040547	10612741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1988	13.2	70.02341463	0	0	0	20.9623239	66.05921005	12.97846605	-0.153272936	51.88046296	10596487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1989	13.8	69.46170732	0	0	0	20.78742891	65.92919555	13.28337554	-1.088983893	51.92177527	10481719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1990	14	69.31560976	0	0	0	20.38843104	66.0993999	13.51216907	-1.033117297	51.96668561	10373988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1991	14	69.37707317	0	0	0	20.16223759	66.09232993	13.74543248	-0.005668183	52.01538096	10373400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUN	Hungria	1992	14.3	69.11707317	20.39999962	19.79999924	20.89999962	19.66530309	66.40234543	13.93235148	-0.039136583	52.06631457	10369341	44.20000076	49	41	52.20000076	47.90000153	55.09999847	3.599999905	3.099999905	3.900000095	8.699999809	11	9.899999619	15	22	18.79999924
HUN	Hungria	1993	14.5	69.10121951	33.5	34.5	32.79999924	19.03084362	66.88854481	14.08061158	-0.114035594	52.11809919	10357523	41.70000076	45.79999924	39	54.90000153	50	58.09999847	3.400000095	4.199999809	2.799999952	10.39999962	13.5	12.10000038	18.20000076	26.79999924	22.89999962
HUN	Hungria	1994	14.2	69.4697561	41.29999924	37.59999847	43.59999847	18.47011148	67.3302459	14.19964263	-0.136883104	52.16886491	10343355	40.09999847	44.40000153	37.29999924	56.09999847	52.5	58.5	3.799999952	3.099999905	4.300000191	9.399999619	12.10000038	10.80000019	16.5	24.60000038	20.89999962
HUN	Hungria	1995	14.1	69.79170732	50.59999847	48.29999924	52	18.07263412	67.62742521	14.29994067	-0.139220004	52.21726365	10328965	38.90000153	41	37.70000076	57	54	58.70000076	4.099999905	5	3.599999905	8.399999619	11.10000038	9.899999619	14.5	19.70000076	17.60000038
HUN	Hungria	1996	13.9	70.32878049	54.40000153	50.40000153	57	17.72141243	67.76134518	14.51724239	-0.171771609	52.26283315	10311238	37.79999924	38.20000076	37.59999847	58.09999847	56.5	59.09999847	4.099999905	5.400000095	3.299999952	9	10.80000019	10	17.29999924	21	19.39999962
HUN	Hungria	1997	13.5	70.70243902	48.29999924	45.09999847	50.40000153	17.45283078	67.82608898	14.72108024	-0.201458936	52.30568583	10290486	40.79999924	45	38.20000076	56.59999847	50.90000153	60.09999847	2.599999905	4.199999809	1.700000048	7.900000095	9.899999619	9	14.10000038	18.79999924	16.89999962
HUN	Hungria	1998	13.7	70.55780488	50.09999847	49.5	50.40000153	17.24739731	67.85149029	14.9011124	-0.232679337	52.34576464	10266570	35.20000076	37.90000153	33.40000153	61.20000076	58.40000153	63.09999847	3.599999905	3.799999952	3.599999905	8.100000381	9.600000381	8.899999619	12.60000038	17.10000038	15.19999981
HUN	Hungria	1999	14	70.67707317	49.40000153	47.90000153	50.40000153	17.04445773	67.91009752	15.04544475	-0.28326061	52.38312083	10237530	31.89999962	34	30.39999962	64.90000153	62.79999924	66.30000305	2.900000095	3.099999905	2.799999952	6.199999809	7.5	6.900000095	10.60000038	13.5	12.30000019
HUN	Hungria	2000	13.3	71.24634146	48.90000153	45.70000076	51.09999847	16.81796749	68.03456691	15.1474656	-0.259764908	52.41765227	10210971	32.29999924	32.79999924	31.89999962	64.30000305	63.20000076	65	3.5	4	3.200000048	5.800000191	7.199999809	6.599999905	10.39999962	13.69999981	12.30000019
HUN	Hungria	2001	13	72.24878049	46.5	44	48.09999847	16.48258755	68.2007062	15.31670625	-0.229379183	52.44932855	10187576	36.09999847	34.5	37.09999847	60.40000153	60.40000153	60.40000153	3.5	5.099999905	2.5	4.900000095	6.300000191	5.699999809	9.5	11.60000038	10.69999981
HUN	Hungria	2002	13.1	72.34878049	44.79999924	41.70000076	47	16.22122951	68.35117983	15.42759066	-0.284751377	52.47768487	10158608	35.59999847	34.79999924	36.20000076	59.20000076	57	60.70000076	5.099999905	8.199999809	3.099999905	5.099999905	6	5.599999905	10.19999981	12.30000019	11.39999962
HUN	Hungria	2003	13.4	72.3	42.20000076	42.20000076	42.29999924	15.99372517	68.49810052	15.50817431	-0.286433268	52.50166371	10129552	34.40000153	34.40000153	34.40000153	61.40000153	60.29999924	62.20000076	4.199999809	5.300000191	3.400000095	5.400000095	6.099999905	5.800000191	12.10000038	13.5	12.89999962
HUN	Hungria	2004	13.1	72.64878049	45.09999847	42.79999924	47	15.75873711	68.64551532	15.59574756	-0.221439379	52.51989851	10107146	32.90000153	30.10000038	35.29999924	59.59999847	59	60.09999847	7.5	10.89999962	4.599999905	5.900000095	5.800000191	5.800000191	14.19999981	14.60000038	14.39999962
HUN	Hungria	2005	13.5	72.64878049	46.09999847	44.09999847	47.79999924	15.50565157	68.78732927	15.70701916	-0.198878843	52.53148684	10087065	30.29999924	28.39999962	32.09999847	62.09999847	62.09999847	62.20000076	7.5	9.600000381	5.699999809	7.400000095	7	7.199999809	19	19.60000038	19.39999962
HUN	Hungria	2006	13.1	73.09756098	46.29999924	45.29999924	47.20000076	15.34592434	68.76152024	15.89255542	-0.155716485	52.53601716	10071370	32.59999847	31.79999924	33.40000153	60.20000076	60.20000076	60.20000076	7.199999809	8	6.400000095	7.900000095	7.099999905	7.5	19.79999924	18.60000038	19.10000038
HUN	Hungria	2007	13.2	73.15121951	47.5	47.90000153	47.20000076	15.13913064	68.74700049	16.11386887	-0.154915158	52.53394777	10055780	33.29999924	31.29999924	35.09999847	58.90000153	58.79999924	59	7.800000191	9.899999619	5.900000095	7.699999809	7.099999905	7.400000095	18.89999962	17.39999962	18
HUN	Hungria	2008	13	73.70243902	47.29999924	46	48.5	14.92522062	68.73179666	16.34298271	-0.175097367	52.52639642	10038188	34.20000076	32.29999924	35.90000153	58.09999847	57.70000076	58.59999847	7.599999905	10	5.5	8	7.699999809	7.800000191	20.39999962	18.89999962	19.5
HUN	Hungria	2009	13	73.90487805	42.40000153	42.40000153	42.5	14.75506956	68.69733594	16.5475945	-0.154908814	52.51495498	10022650	31.5	31.79999924	31.20000076	59.90000153	57	62.20000076	8.699999809	11.19999981	6.599999905	9.699999809	10.30000019	10	24.5	27.89999962	26.39999962
HUN	Hungria	2010	13	74.20731707	50.29999924	49.70000076	50.70000076	14.64413124	68.63495647	16.72091229	-0.226013876	52.50089544	10000023	30.39999962	30.5	30.29999924	60.29999924	58.79999924	61.59999847	9.300000191	10.69999981	8.100000381	10.69999981	11.60000038	11.19999981	24.70000076	27.79999924	26.39999962
HUN	Hungria	2011	12.9	74.85853659	48.79999924	48.90000153	48.70000076	14.58087351	68.47288466	16.94624184	-0.283360436	52.48466139	9971727	30.10000038	30.79999924	29.39999962	60.70000076	58	63	9.199999809	11.19999981	7.599999905	11	11.10000038	11	24.70000076	27	26
HUN	Hungria	2012	13	75.06341463	46.59999847	46.09999847	46.90000153	14.54552539	68.32444061	17.130034	-0.516437607	52.46626594	9920362	28.89999962	29.79999924	28.10000038	61.09999847	57.29999924	64.19999695	10	12.89999962	7.599999905	10.60000038	11.30000019	11	27.10000038	29.10000038	28.20000076
HUN	Hungria	2013	12.8	75.56585366	49.79999924	49.40000153	50.20000076	14.53597645	68.1539748	17.31004875	-0.275368757	52.44605097	9893082	28.89999962	28.5	29.20000076	61.59999847	59.09999847	63.70000076	9.5	12.5	7.099999905	10.10000038	10.19999981	10.19999981	27.89999962	25.60000038	26.60000038
HUN	Hungria	2014	12.8	75.87317073	48.90000153	47.90000153	49.79999924	14.54223351	67.92370525	17.53406124	-0.269378767	52.42428869	9866468	30.5	30.5	30.60000038	59.09999847	56.5	61.5	10.30000019	13	7.900000095	7.900000095	7.599999905	7.699999809	20.89999962	20	20.39999962
HUN	Hungria	2015	0	0	0	0	0	14.55870778	67.62339367	17.81789855	-0.22101201	52.40127801	9844686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1967	17.3	0	0	0	0	0	0	0	2.327084804	0	52995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1968	17.4	0	0	0	0	0	0	0	2.412405867	0	54289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1969	18.2	0	0	0	0	0	0	0	2.303389254	0	55554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1970	18.3	0	0	0	0	0	0	0	2.063030786	0	56712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1971	16.4	0	0	0	0	0	0	0	1.746196804	0	57711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1972	18.8	0	0	0	0	0	0	0	1.465530126	0	58563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1973	16.4	0	0	0	0	0	0	0	1.294456063	0	59326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1974	18.6	0	0	0	0	0	0	0	1.292890464	0	60098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1975	16.7	0	0	0	0	0	0	0	1.392961989	0	60941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1976	16.1	0	0	0	0	0	0	0	1.561399668	0	61900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1977	16.4	0	0	0	0	0	0	0	1.656637852	0	62934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1978	16.5	0	0	0	0	0	0	0	1.551445365	0	63918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1979	15.3	0	0	0	0	0	0	0	1.185102285	0	64680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1980	15.8	0	0	0	0	0	0	0	0.659539482	0	65108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1981	0	0	0	0	0	0	0	0	0.030713474	0	65128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1982	0	0	0	0	0	0	0	0	-0.478664964	0	64817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1983	0	0	0	0	0	0	0	0	-0.639217165	0	64404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1984	0	0	0	0	0	0	0	0	-0.306350396	0	64207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1985	16.6	0	0	0	0	0	0	0	0.371542482	0	64446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1986	0	0	0	0	0	0	0	0	1.201516718	0	65225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1987	0	0	0	0	0	0	0	0	1.859190511	0	66449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1988	14.9	0	0	0	0	0	0	0	2.163075307	0	67902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1989	14.6	0	0	0	0	0	0	0	1.98742389	0	69265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1990	0	0	0	0	0	0	0	0	1.500275315	0	70312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1991	14.1	0	0	0	0	0	0	0	0.921613318	0	70963	0	0	0	0	0	0	0	0	0	3.299999952	4.699999809	4.099999905	5.900000095	9	7.599999905
IMN	Ilha de Man	1992	13	0	0	0	0	0	0	0	0.482186091	0	71306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1993	0	0	0	0	0	0	0	0	0.252115098	0	71486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1994	12.4	76.52926829	0	0	0	0	0	0	0.335167758	0	71726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1995	0	0	0	0	0	0	0	0	0.632354946	0	72181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1996	13.2	0	0	0	0	0	0	0	0.989806813	0	72899	0	0	0	0	0	0	0	0	0	2.599999905	4.300000191	3.5	5.300000191	9.600000381	7.599999905
IMN	Ilha de Man	1997	0	0	0	0	0	0	0	0	1.251413588	0	73817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1998	0	0	0	0	0	0	0	0	1.393713284	0	74853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	1999	0	0	0	0	0	0	0	0	1.361377605	0	75879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2000	0	0	0	0	0	0	0	0	1.214279583	0	76806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2001	0	0	0	0	0	0	0	0	1.038775256	0	77608	0	0	0	0	0	0	0	0	0	1.5	1.700000048	1.600000024	3	4.900000095	4
IMN	Ilha de Man	2002	11.5	77.96585366	0	0	0	0	0	0	0.910694698	0	78318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2003	0	0	0	0	0	0	0	0	0.835388505	0	78975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2004	0	0	0	0	0	0	0	0	0.833490523	0	79636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2005	9.8	0	0	0	0	0	0	0	0.886361058	0	80345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2006	0	0	0	0	0	0	0	0	0.947639559	0	81110	0	0	0	0	0	0	0	0	0	2	2.799999952	2.400000095	5.099999905	9.5	7.199999809
IMN	Ilha de Man	2007	9.8	0	0	0	0	0	0	0	0.986365834	0	81914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2008	0	0	0	0	0	0	0	0	0.99969858	0	82737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2009	0	0	0	0	0	0	0	0	0.975441478	0	83548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2010	0	0	0	0	0	0	0	0	0.928078143	0	84327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2011	0	0	0	0	0	0	0	0	0.876059347	0	85069	0	0	0	0	0	0	0	0	0	2.799999952	3.799999952	3.299999952	8.199999809	11.80000019	10.10000038
IMN	Ilha de Man	2012	0	0	0	0	0	0	0	0	0.83115294	0	85779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2013	0	0	0	0	0	0	0	0	0.793078976	0	86462	0	0	0	0	0	0	0	0	0	1.700000048	3.400000095	2.599999905	0	0	0
IMN	Ilha de Man	2014	0	0	0	0	0	0	0	0	0.766181328	0	87127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMN	Ilha de Man	2015	0	0	0	0	0	0	0	0	0.746685992	0	87780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1967	10.8	70.7435122	0	0	0	30.75644627	58.10197096	11.14158277	0.471401693	49.77774848	2902450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1968	11.4	70.83307317	0	0	0	30.62952345	58.22792499	11.14255156	0.450327334	49.78521443	2915550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1969	11.5	70.91512195	0	0	0	30.60539446	58.28578242	11.10882312	0.584796988	49.78983261	2932650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1970	11.4	70.99621951	0	0	0	30.73514787	58.2313402	11.03351192	0.835333131	49.78999701	2957250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1971	10.7	71.08136585	0	0	0	30.59224328	58.42812639	10.97963033	1.169898876	49.78616267	2992050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1972	11.3	71.17458537	0	0	0	30.70161299	58.42664898	10.87173803	1.48620228	49.77992019	3036850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1973	11.1	71.28087805	0	0	0	30.92215808	58.33318434	10.74465758	1.603875761	49.77214311	3085950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1974	11.1	71.40329268	0	0	0	31.06131714	58.29568414	10.64299872	1.656675285	49.76390665	3137500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1975	10.4	71.54629268	0	0	0	31.03701736	58.37849224	10.5844904	1.645353656	49.75633527	3189550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1976	10.5	71.71287805	0	0	0	31.18303308	58.24848113	10.56848578	1.509145575	49.74916153	3238050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1977	10.2	71.90004878	0	0	0	31.06177113	58.34193125	10.59629763	1.35426325	49.74318808	3282200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1978	10.2	72.1047561	0	0	0	30.79123545	58.57106111	10.63770344	1.418806793	49.74150314	3329100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1979	10	72.32302439	0	0	0	30.54821062	58.802381	10.64940838	1.332288816	49.74789112	3373750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1980	9.8	72.54936585	0	0	0	30.40618721	58.98207502	10.61173777	1.150818338	49.76465123	3412800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1981	9.5	72.77778049	0	0	0	30.24404967	59.08531389	10.67063644	1.171034967	49.79246928	3453000	0	0	0	0	0	0	0	0	0	8.199999809	11.39999962	10.5	0	0	0
IRL	Irlanda	1982	9.3	73.00378049	0	0	0	30.22295416	59.09694726	10.68009858	0.94541547	49.82990181	3485800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRL	Irlanda	1983	9.4	73.22239024	35.90000153	25.20000076	41.40000153	30.25089923	59.08786803	10.66123275	0.708938993	49.87455606	3510600	0	0	0	0	0	0	0	0	0	15.89999962	14.30000019	14.80000019	18.79999924	23.29999924	21.29999924
IRL	Irlanda	1984	9.1	73.43458537	44.79999924	32.09999847	51.09999847	30.18217124	59.17203552	10.64579324	0.619707471	49.92310744	3532423	0	0	0	0	0	0	0	0	0	17.39999962	16	16.39999962	20.10000038	26.10000038	23.39999962
IRL	Irlanda	1985	9.4	73.64090244	62.40000153	54.5	66.5	29.94504561	59.40658245	10.64837194	0.160073466	49.97296519	3538082	0	0	0	0	0	0	0	0	0	19.20000076	17.29999924	17.89999962	23.39999962	26.29999924	25
IRL	Irlanda	1986	9.5	73.84880488	63.20000076	55.5	67.19999695	29.66074059	59.60148915	10.73777026	0.045438028	50.02365179	3539690	0	0	0	0	0	0	0	0	0	19.5	17.29999924	18	22.60000038	29.10000038	26.20000076
IRL	Irlanda	1987	8.9	74.06331707	64	56.59999847	67.80000305	29.22712886	59.93167931	10.84119183	0.010367602	50.07508939	3540057	0	0	0	0	0	0	0	0	0	19	17.60000038	18.10000038	22.79999924	28.60000038	26
IRL	Irlanda	1988	9	74.28643902	63.59999847	55.40000153	67.80000305	28.67040201	60.38527961	10.94431838	-0.427686064	50.12544066	3524949	73.30000305	61.79999924	79.5	20.20000076	29.29999924	15.30000019	5.699999809	8.399999619	4.300000191	18.39999962	17	17.39999962	22.79999924	27.10000038	25.20000076
IRL	Irlanda	1989	9.1	74.51560976	65	56.40000153	69.40000153	28.08003525	60.89981527	11.02014949	-0.396250752	50.17233725	3511009	74.80000305	63	81	18.89999962	28.10000038	14	5.5	8.5	3.900000095	16.5	15.89999962	16.10000038	19.60000038	23.70000076	21.79999924
IRL	Irlanda	1990	8.9	74.74131707	65.40000153	56.20000076	70.5	27.51725601	61.42957858	11.05316541	0.084413021	50.21380223	3513974	73.5	62	80.30000305	19.5	28.29999924	14.39999962	6.599999905	9.5	4.800000191	15	13.60000038	14.10000038	18.20000076	20.89999962	19.70000076
IRL	Irlanda	1991	8.9	74.95053659	60.59999847	52.70000076	65.09999847	26.77063084	62.17417244	11.05519671	0.574927781	50.24836561	3534235	70.69999695	61	76.5	21.39999962	29.10000038	16.89999962	7.099999905	9.600000381	5.599999905	16.60000038	15.30000019	15.80000019	21.10000038	24.70000076	23.10000038
IRL	Irlanda	1992	8.7	75.1362439	57.5	49.90000153	61.79999924	26.10962326	62.87635296	11.01402379	0.682256778	50.27560183	3558430	68.80000305	55.79999924	76.19999695	22.79999924	32.70000076	17.29999924	8.199999809	11.19999981	6.5	15.30000019	14.89999962	15	20.79999924	24.29999924	22.70000076
IRL	Irlanda	1993	9	75.29643902	57.79999924	50.90000153	61.90000153	25.49508244	63.55672018	10.94819738	0.499840487	50.295809	3576261	64.90000153	52.90000153	71.90000153	24.89999962	33.79999924	19.60000038	10.10000038	13.10000038	8.399999619	15.80000019	15.39999962	15.60000038	22.79999924	26.89999962	25
IRL	Irlanda	1994	8.6	75.43763415	62.5	55.29999924	66.80000305	24.87863944	64.23948301	10.88187756	0.394187639	50.30991964	3590386	63.70000076	51.40000153	71.19999695	26.39999962	35.90000153	20.70000076	9.800000191	12.80000019	8	14.69999981	14.5	14.60000038	20.5	25.10000038	23
IRL	Irlanda	1995	8.9	75.57134146	60.29999924	51.20000076	65.80000305	24.25144699	64.92142144	10.82713157	0.512695055	50.31858544	3608841	65.09999847	55.79999924	70.69999695	24.79999924	31.5	20.70000076	10	12.5	8.399999619	12.10000038	11.89999962	12	17.29999924	20.29999924	19
IRL	Irlanda	1996	8.7	75.83170732	58.59999847	50.20000076	63.90000153	23.56849078	65.68387607	10.74763315	0.791271347	50.32318848	3637510	64.30000305	53.09999847	71.30000305	24.60000038	32.40000153	19.60000038	11	14.39999962	8.899999619	11.80000019	11.69999981	11.69999981	17	19.10000038	18.10000038
IRL	Irlanda	1997	8.6	75.98536585	55.59999847	45.40000153	62.09999847	22.92559805	66.39753785	10.6768641	1.002814735	50.32341869	3674171	63.70000076	50.70000076	71.90000153	25.39999962	34.40000153	19.70000076	10.80000019	14.89999962	8.300000191	10.19999981	10.19999981	10.19999981	14.89999962	16.70000076	15.89999962
IRL	Irlanda	1998	8.5	76.1804878	0	0	0	22.330839	67.05039707	10.61876394	1.043076836	50.31651081	3712696	64.5	52.5	71.69999695	23.89999962	32	18.89999962	10.89999962	15.10000038	8.5	7.300000191	7.900000095	7.699999809	11	11.80000019	11.39999962
IRL	Irlanda	1999	8.7	76.08292683	48.29999924	37.59999847	55	21.80955739	67.61465851	10.5757841	1.127299556	50.29877408	3754786	61.09999847	50.09999847	68.19999695	28.79999924	36.40000153	23.89999962	8.5	11.80000019	6.400000095	5.599999905	5.900000095	5.800000191	8.399999619	8.699999809	8.600000381
IRL	Irlanda	2000	8.2	76.53658537	36.79999924	22.60000038	46.20000076	21.37722715	68.07280037	10.54997249	1.333042666	50.26877004	3805174	61	49.40000153	68.69999695	27.79999924	36.09999847	22.29999924	9.5	12.89999962	7.300000191	4.300000191	4.400000095	4.300000191	6.900000095	6.199999809	6.5
IRL	Irlanda	2001	7.8	77.13414634	32.40000153	20.29999924	40.20000076	20.9906584	68.48564006	10.52370154	1.59215149	50.22462073	3866243	53.40000153	41.5	61.09999847	32.5	41.09999847	27	11.39999962	15.10000038	9	3.5	3.799999952	3.700000048	5.800000191	6.5	6.199999809
IRL	Irlanda	2002	7.5	77.63414634	29.89999962	18.60000038	36.90000153	20.65655246	68.82412814	10.5193194	1.685148857	50.17008916	3931947	49.20000076	37.29999924	56.20000076	33.70000076	43.70000076	27.89999962	14.39999962	15.89999962	13.5	3.700000048	4.5	4.199999809	6.599999905	8.800000191	7.800000191
IRL	Irlanda	2003	7.3	78.13902439	32.20000076	22.5	38.29999924	20.39529461	69.07185524	10.53285015	1.628950962	50.11583807	3996521	46.40000153	32.70000076	54.59999847	33.40000153	43.5	27.29999924	17.5	21.10000038	15.39999962	4	4.800000191	4.5	7.099999905	9	8.100000381
