Country Code	Nome	Ano	"Taxa de mortalidade (por 1000 pessoas)"	"Expectativa de vida à nascença (anos)"	"Desemprego de Longo Prazo (%)"	"Desemprego de Longo Prazo Feminino (%)"	"Long-term unemployment, male (% of male unemployment)"	"População entre os 0 e os 14 anos (%)"	"População entre os 15 e os 64 anos (%)"	"População com 65 anos ou mais (%)"	"Crescimento Populacional (% anual)"	"População Feminina (%)"	"População total"	"Desempregados com ensino básico (% do desemprego total)"	"Desempregados com ensino básico, mulheres (% do desemprego feminino total)"	"Unemployment with primary education, male (% of male unemployment)"	"Desempregados com ensino secundário (% do desemprego total)"	"Desempregados com ensino secundário, mulheres (% do desemprego feminino total)"	"Unemployment with secondary education, male (% of male unemployment)"	"Desempregados com ensino superior (% do desemprego total)"	"Desempregados com ensino superior, mulheres (% do desemprego feminino total)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Desemprego, mulheres (% força de trabalho feminina)"	"Unemployment, male (% of male labor force)"	"Desemprego Total (%)"	"Desemprego, juventude feminina (% força de trabalho feminina entres os 15 e os 24 anos)"	"Desemprego jovem (% força de trabalho entres os 15 e os 24 anos)"
AUT	Austria	1993	10.4	76.06829268	0	0	0	17.39584173	67.46454933	15.13960894	0.824627941	51.90126577	7905633	40.20000076	45.40000153	36.09999847	56.40000153	51.79999924	60.20000076	3	3	3	4.5	4.099999905	4.300000191	4.599999905	4.699999809	4.699999809
AUT	Austria	1994	10.2	76.4195122	18.39999962	18.5	18.39999962	17.61990771	67.23552131	15.14457098	0.384869547	51.81346928	7936118	42.40000153	45.5	39.70000076	53.29999924	50.09999847	56.29999924	4.199999809	4.300000191	4.099999905	4	3.200000048	3.5	5.199999809	4.699999809	5
AUT	Austria	1995	10.2	76.66829268	29.10000038	30.39999962	27.89999962	17.72969533	67.14624526	15.12405942	0.153106261	51.73425807	7948278	39.90000153	46.79999924	33.20000076	55.70000076	49.29999924	61.90000153	4.400000095	3.799999952	4.800000191	4.900000095	3.900000095	4.300000191	6.199999809	5.699999809	5.900000095
AUT	Austria	1996	10.2	76.87073171	24.89999962	28.20000076	22.39999962	17.70850976	67.116912	15.17457824	0.135019834	51.66417452	7959017	35	38.70000076	32.09999847	60.40000153	57.40000153	62.79999924	4.699999809	4.099999905	5.099999905	5.199999809	5.300000191	5.300000191	6.5	7.099999905	6.900000095
AUT	Austria	1997	10	77.3195122	27.5	27.39999962	27.5	17.54905894	67.24535062	15.20559044	0.113316608	51.60216966	7968041	34.70000076	40.79999924	29.89999962	60.59999847	53.79999924	66	4.599999905	5.400000095	4.099999905	5.300000191	5.099999905	5.099999905	7.300000191	7.800000191	7.599999905
AUT	Austria	1998	9.8	77.67073171	30.29999924	30.70000076	30	17.29392113	67.47409938	15.2319795	0.109728368	51.54885241	7976789	37.40000153	41.20000076	34.29999924	58.90000153	55	61.90000153	3.799999952	3.700000048	3.799999952	5.599999905	5.5	5.5	7.599999905	7.400000095	7.5
AUT	Austria	1999	9.8	77.87560976	29.20000076	30.89999962	27.79999924	17.03907641	67.69315095	15.26777264	0.194563153	51.50470817	7992324	34.59999847	36.70000076	32.90000153	58.59999847	58.40000153	58.70000076	6.900000095	4.900000095	8.399999619	4.800000191	4.699999809	4.699999809	6.400000095	5.5	5.900000095
AUT	Austria	2000	9.6	78.12682927	25.79999924	22.79999924	28.10000038	16.84188966	67.83602894	15.3220814	0.240466652	51.4699007	8011566	36	39.20000076	33.59999847	56.70000076	53.5	59.09999847	7.300000191	7.300000191	7.199999809	4.599999905	4.800000191	4.699999809	5.599999905	6.900000095	6.300000191
AUT	Austria	2001	9.3	78.57560976	23.29999924	22.89999962	23.70000076	16.61989655	67.93737545	15.44272799	0.382799394	51.44472431	8042293	34.5	38.09999847	31.5	58.20000076	54	61.70000076	7.300000191	8	6.800000191	4.099999905	3.900000095	4	5.800000191	6.199999809	6
AUT	Austria	2002	9.4	78.67804878	19.20000076	23.29999924	16.39999962	16.46655242	67.96314539	15.57030218	0.491980464	51.42816159	8081957	32.29999924	36	29.60000038	61.29999924	56.79999924	64.69999695	6.400000095	7.300000191	5.800000191	4.5	5.099999905	4.800000191	6.599999905	7.699999809	7.199999809
AUT	Austria	2003	9.5	78.63170732	24.5	23.89999962	25	16.34853238	67.93323643	15.71823118	0.487133895	51.41730712	8121423	35	39.29999924	32.09999847	56.29999924	51.40000153	59.70000076	8.5	9.300000191	8	4.300000191	5.099999905	4.800000191	6.800000191	8	7.5
AUT	Austria	2004	9.1	79.1804878	27.89999962	26.89999962	28.79999924	16.19894971	67.89808829	15.902962	0.620413127	51.40825052	8171966	35.09999847	39.20000076	31.70000076	54.20000076	51.70000076	56.29999924	10.69999981	9.100000381	12.10000038	5.900000095	5.800000191	5.800000191	11.89999962	12.30000019	12.10000038
AUT	Austria	2005	9.1	79.33170732	25.5	25.10000038	25.89999962	15.98676018	67.88378136	16.12945846	0.681267248	51.39772902	8227829	35.09999847	35.5	34.70000076	55.20000076	55.09999847	55.20000076	9.699999809	9.399999619	10	5.900000095	5.400000095	5.599999905	10.30000019	11.60000038	11
AUT	Austria	2006	9	79.8804878	28	25.70000076	30.10000038	15.7771231	67.80522148	16.41765542	0.494797775	51.38601819	8268641	34.90000153	35.20000076	34.70000076	55.29999924	54.5	56.09999847	9.800000191	10.30000019	9.199999809	5.599999905	4.900000095	5.199999809	9.800000191	9.800000191	9.800000191
AUT	Austria	2007	9	80.1804878	27.20000076	27.60000038	26.89999962	15.50924013	67.73147306	16.75928681	0.324146535	51.3725939	8295487	36.09999847	37.79999924	34.5	54.09999847	52.29999924	55.79999924	9.800000191	9.899999619	9.699999809	5.300000191	4.5	4.900000095	9.600000381	9.300000191	9.399999619
AUT	Austria	2008	9	80.43170732	24.29999924	22.60000038	26	15.21422703	67.66639481	17.11937816	0.313041438	51.35268527	8321496	36	38.59999847	33.5	55.90000153	53.59999847	58.20000076	8.100000381	7.800000191	8.300000191	4.400000095	3.900000095	4.099999905	8.600000381	8.399999619	8.5
AUT	Austria	2009	9.3	80.33170732	21.70000076	21.29999924	22	14.94505321	67.59989581	17.45505098	0.26195319	51.32043081	8343323	34.20000076	36	32.79999924	56.5	52.79999924	59.5	9.199999809	11.19999981	7.699999809	5.099999905	5.5	5.300000191	10.10000038	11.19999981	10.69999981
AUT	Austria	2010	9.2	80.5804878	25.39999962	22.39999962	27.89999962	14.7286709	67.52300349	17.7483256	0.2403943	51.27245208	8363404	31.29999924	31.70000076	31	58.70000076	57.5	59.59999847	10	10.80000019	9.399999619	4.599999905	5	4.800000191	9.399999619	9.600000381	9.5
AUT	Austria	2011	9.1	80.98292683	26.29999924	24.5	27.79999924	14.56736992	67.41506767	18.01756241	0.337080842	51.20606385	8391643	32.79999924	32.90000153	32.79999924	56.20000076	54.79999924	57.40000153	10.89999962	12.30000019	9.800000191	4.599999905	4.5	4.599999905	9.100000381	8.800000191	8.899999619
AUT	Austria	2012	9.4	80.93658537	24.89999962	23.70000076	26	14.44501593	67.31783435	18.23714972	0.455937472	51.12428311	8429991	31.5	31.79999924	31.29999924	58.79999924	57.09999847	60.09999847	9.699999809	11	8.600000381	4.800000191	4.900000095	4.900000095	9.199999809	9.600000381	9.399999619
AUT	Austria	2013	9.4	81.13658537	24.60000038	23.10000038	25.89999962	14.35558448	67.2202727	18.42414282	0.584103986	51.03637792	8479375	29.79999924	30	29.60000038	56.79999924	54.29999924	59	13.39999962	15.80000019	11.39999962	5.300000191	5.400000095	5.300000191	10	9.399999619	9.699999809
AUT	Austria	2014	9.2	81.33658537	27.20000076	25.89999962	28.20000076	14.27924145	67.12362785	18.5971307	0.730867277	50.95501705	8541575	29.70000076	30.60000038	29	48.09999847	44.79999924	50.79999924	22.10000038	24.70000076	20.20000076	5.400000095	5.800000191	5.599999905	9.899999619	10.60000038	10.30000019
AUT	Austria	2015	0	0	0	0	0	14.20763979	67.03323016	18.75913005	0.810525812	50.88912441	8611088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1967	12	71.01292683	0	0	0	23.87584346	63.05085339	13.07330315	0.556645555	51.05761147	9580991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1968	12.7	70.69317073	0	0	0	23.81740031	62.98266356	13.19993614	0.393391108	51.05962422	9618756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1969	12.5	70.76487805	0	0	0	23.72681195	62.96449836	13.30868969	0.283169669	51.06293891	9646032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1970	12.3	70.97195122	0	0	0	23.58430805	63.01605286	13.39963908	0.098613692	51.06815586	9655549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1971	12.4	71.0604878	0	0	0	23.35430057	63.05482363	13.5908758	0.182247071	51.07569458	9673162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1972	12.1	71.40512195	0	0	0	23.10797204	63.15009779	13.74193018	0.391585907	51.08534427	9711115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1973	12.1	71.63536585	0	0	0	22.82468628	63.31377797	13.86153576	0.314658766	51.09621413	9741720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1974	11.9	71.98585366	0	0	0	22.48742564	63.55082329	13.96175107	0.314633665	51.10701924	9772419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1975	12.2	71.97121951	0	0	0	22.09912656	63.8533337	14.04753974	0.288978161	51.11679735	9800700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1976	12.1	72.1197561	0	0	0	21.7162656	64.07466977	14.20906463	0.178674447	51.12512025	9818227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1977	11.5	72.77390244	0	0	0	21.28044736	64.34845519	14.37109745	0.123479645	51.13215868	9830358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1978	11.7	72.69804878	0	0	0	20.82318359	64.67835273	14.49846368	0.09329996	51.13825581	9839534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1979	11.4	73.19365854	0	0	0	20.39093303	65.07456017	14.53450679	0.089882551	51.14398819	9848382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1980	11.5	73.20707317	0	0	0	20.00840728	65.53906061	14.45253211	0.110211166	51.14969976	9859242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1981	11.4	73.62170732	0	0	0	19.6577836	65.98542478	14.35679162	-0.002637154	51.15572309	9858982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1982	11.4	73.88804878	0	0	0	19.36239587	66.49610558	14.14149855	-0.027176883	51.16165178	9856303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR	Bélgica	1983	11.6	73.86902439	64.19999695	69	58	19.11189966	67.0002721	13.88782824	-0.007944471	51.16619339	9855520	0	0	0	0	0	0	0	0	0	17.79999924	8.100000381	11.69999981	28.89999962	19.29999924	23.89999962
BCR	Bélgica	1984	11.2	74.40487805	67.19999695	70.5	62.79999924	18.88267459	67.40371962	13.71360579	-0.001501708	51.16760721	9855372	0	0	0	0	0	0	0	0	0	18.29999924	8	11.89999962	30.29999924	20.5	25.20000076
BCR	Bélgica	1985	11.3	74.5202439	68.30000305	71.80000305	63.29999924	18.66586331	67.65064615	13.68349054	0.029786423	51.16479013	9858308	0	0	0	0	0	0	0	0	0	17.79999924	7.400000095	11.30000019	29.70000076	17.70000076	23.5
BCR	Bélgica	1986	11.3	74.73170732	69.40000153	71.80000305	65.59999847	18.49692469	67.65595758	13.84711772	0.035648851	51.15724672	9861823	0	0	0	0	0	0	0	0	0	17.89999962	7.099999905	11.30000019	27	15.5	21.10000038
BCR	Bélgica	1987	10.7	75.36585366	73.09999847	74.90000153	70.40000153	18.33743585	67.52919271	14.13337144	0.085252141	51.14577964	9870234	0	0	0	0	0	0	0	0	0	17.60000038	7.300000191	11.30000019	28.70000076	14.69999981	21.39999962
BCR	Bélgica	1988	10.6	75.56585366	75.59999847	77.5	72.90000153	18.19988032	67.31622525	14.48389443	0.317926245	51.13212785	9901664	0	0	0	0	0	0	0	0	0	15.19999981	6.900000095	10.10000038	23.39999962	13	18.10000038
BCR	Bélgica	1989	10.8	75.63268293	75.09999847	76.09999847	73.59999847	18.10188105	67.08862807	14.80949088	0.363247986	51.11875673	9937697	0	0	0	0	0	0	0	0	0	13	5.300000191	8.300000191	20.20000076	11.39999962	15.5
BCR	Bélgica	1990	10.4	76.05195122	67.09999847	68.40000153	64.80000305	18.0497244	66.89158941	15.0586862	0.298235706	51.10751484	9967379	0	0	0	0	0	0	0	0	0	11.39999962	4.599999905	7.199999809	19.20000076	10.10000038	14.5
BCR	Bélgica	1991	10.4	76.19219512	61.90000153	64.5	57.90000153	17.98228927	66.68486958	15.33284115	0.371593166	51.09867262	10004486	0	0	0	0	0	0	0	0	0	10.60000038	4.599999905	7	17.10000038	11	14
BCR	Bélgica	1992	10.4	76.35121951	59	61	56.29999924	17.96542527	66.49643472	15.53814001	0.405713496	51.09189132	10045158	54.40000153	51.79999924	58.09999847	34	36.70000076	30.39999962	11.5	11.5	11.5	9.5	4.800000191	6.699999809	15.19999981	11.30000019	13.19999981
BCR	Bélgica	1993	10.6	76.34536585	52.90000153	58.90000153	45.59999847	17.98200515	66.32070567	15.69728918	0.390638518	51.08754169	10084475	55.20000076	53.79999924	57	31.60000038	33	29.70000076	13.19999981	13.19999981	13.19999981	10.80000019	6.199999809	8.100000381	19.60000038	17.39999962	18.5
BCR	Bélgica	1994	10.3	76.69170732	58.29999924	62.59999847	53.40000153	17.99721448	66.15615941	15.84662611	0.308197074	51.08590103	10115603	51.79999924	49.29999924	54.70000076	34.70000076	37.29999924	31.79999924	13.5	13.39999962	13.5	12.39999962	7.699999809	9.600000381	23.39999962	20.60000038	21.79999924
BCR	Bélgica	1995	10.3	76.84073171	62.40000153	63.20000076	61.40000153	17.98631636	66.00717148	16.00651216	0.209436838	51.08694091	10136811	50.59999847	49	52.5	37.5	38.70000076	36	11.89999962	12.30000019	11.5	12.19999981	7.300000191	9.300000191	23.70000076	19.70000076	21.5
BCR	Bélgica	1996	10.3	77.18731707	61.29999924	63.29999924	58.90000153	17.93841127	65.85255075	16.20903799	0.195393176	51.09121905	10156637	49.59999847	45.5	54.5	37	40.59999847	32.79999924	13.39999962	14	12.60000038	12.39999962	7.400000095	9.5	24.39999962	17.29999924	20.5
BCR	Bélgica	1997	10.2	77.37073171	60.5	61.5	59.40000153	17.84937459	65.73698376	16.41364165	0.241991885	51.09823229	10181245	50.09999847	46	54.90000153	36.90000153	39.79999924	33.59999847	13	14.19999981	11.5	11.5	7.099999905	9	25.70000076	17.60000038	21.29999924
BCR	Bélgica	1998	10.3	77.47317073	61.70000076	63.5	59.5	17.73846131	65.65059524	16.61094345	0.213527651	51.10562759	10203008	51.90000153	46.79999924	57.70000076	35.5	39.20000076	31.29999924	12.60000038	14.10000038	11	11.69999981	7.599999905	9.300000191	23	18.29999924	20.39999962
BCR	Bélgica	1999	10.3	77.6195122	60.5	60.90000153	60.09999847	17.63679887	65.57959725	16.78360389	0.229189103	51.11023285	10226419	52.5	47.79999924	57.40000153	33.90000153	36.29999924	31.60000038	13.5	16	11	10.19999981	7.5	8.600000381	22.39999962	22.70000076	22.60000038
BCR	Bélgica	2000	10.2	77.72195122	54.20000076	54.29999924	54.09999847	17.55860223	65.51959511	16.92180266	0.242517956	51.10985375	10251250	50.09999847	45.90000153	55	37	40.29999924	33.20000076	12.89999962	13.80000019	11.80000019	8.300000191	5.300000191	6.599999905	18.20000076	12.89999962	15.19999981
BCR	Bélgica	2001	10.1	77.97317073	48.40000153	47.20000076	49.59999847	17.41391097	65.55996505	17.02612398	0.343951158	51.10312141	10286570	53.70000076	45.90000153	60.79999924	29.70000076	35.5	24.39999962	16.60000038	18.60000038	14.80000019	6.900000095	5.599999905	6.199999809	16.60000038	14.30000019	15.30000019
BCR	Bélgica	2002	10.2	78.07560976	48.59999847	49.90000153	47.29999924	17.3057981	65.59194251	17.10225939	0.448268895	51.09083185	10332785	48.09999847	45.09999847	51	35.29999924	37.09999847	33.5	16.60000038	17.79999924	15.5	8.600000381	6.199999809	7.5	15.19999981	16	15.69999981
BCR	Bélgica	2003	10.3	78.12926829	45.29999924	47.09999847	43.70000076	17.21814599	65.62788307	17.15397094	0.418641508	51.07552928	10376133	44.09999847	38.70000076	48.5	39.59999847	44.20000076	35.90000153	16.29999924	17.10000038	15.60000038	9	7.400000095	8.300000191	21.29999924	22.20000076	19
BCR	Bélgica	2004	9.7	78.87804878	49	49.09999847	48.79999924	17.12645708	65.69471581	17.17882711	0.432788248	51.06086236	10421137	45	41.40000153	48.5	37.70000076	40.79999924	34.79999924	17.29999924	17.89999962	16.70000076	8.199999809	6.599999905	8.5	19.5	20.20000076	21.20000076
BCR	Bélgica	2005	9.9	78.9804878	51.59999847	52.59999847	50.59999847	17.02368882	65.80225454	17.17405663	0.550055708	51.04915657	10478617	35	33.5	36.40000153	39.29999924	41.29999924	37.20000076	18.39999962	19.20000076	17.60000038	9.5	7.599999905	8.399999619	22.10000038	21	21.5
BCR	Bélgica	2006	9.6	79.3804878	51.09999847	52.40000153	49.70000076	16.98432623	65.84121455	17.17445922	0.659558215	51.04090168	10547958	34.79999924	31.20000076	38.40000153	38.20000076	40.5	35.90000153	19.70000076	21.79999924	17.60000038	9.300000191	7.400000095	8.199999809	22.60000038	18.79999924	20.5
BCR	Bélgica	2007	9.5	79.78292683	50.20000076	51.20000076	49.20000076	16.92446307	65.93104234	17.14449459	0.734330831	51.03446762	10625700	33.90000153	31.29999924	36.5	40	42.90000153	37.09999847	18.39999962	19	17.79999924	8.399999619	6.699999809	7.5	20.89999962	17.10000038	18.79999924
BCR	Bélgica	2008	9.8	79.6804878	47.40000153	47.90000153	47	16.86099699	66.03307031	17.1059327	0.789976845	51.02743211	10709973	33.90000153	30.60000038	37.09999847	40.40000153	44	37.09999847	19	20.10000038	17.89999962	7.599999905	6.5	7	18.70000076	17.39999962	18
BCR	Bélgica	2009	9.7	79.98292683	44.20000076	44.90000153	43.5	16.81178156	66.08336647	17.10485197	0.804599573	51.01646449	10796493	31.39999962	27.89999962	34.5	41.29999924	42.70000076	40.09999847	21.39999962	24.39999962	18.79999924	8.100000381	7.699999809	7.900000095	22.5	21.5	21.89999962
BCR	Bélgica	2010	9.7	80.18292683	48.70000076	47.59999847	49.5	16.78147019	66.04195361	17.1765762	0.913639392	50.9990322	10895586	33.40000153	29.89999962	36.40000153	37.90000153	40.79999924	35.5	20.89999962	24.10000038	18	8.5	8.100000381	8.300000191	22.39999962	22.39999962	22.39999962
BCR	Bélgica	2011	9.4	80.58536585	48.29999924	49.70000076	47.09999847	16.81362632	65.88267792	17.30369576	1.386849113	50.97593632	11047744	34.90000153	30.10000038	39	37.59999847	40.90000153	34.90000153	20.60000038	23.5	18.20000076	7.199999809	7.099999905	7.099999905	18.70000076	18.70000076	18.70000076
BCR	Bélgica	2012	9.8	80.38536585	44.59999847	42.90000153	46	16.8316753	65.6663316	17.50199309	0.726031655	50.94763573	11128246	32	27.39999962	35.59999847	40.40000153	43.29999924	38	20.79999924	24.10000038	18	7.400000095	7.699999809	7.5	18.89999962	20.39999962	19.79999924
BCR	Bélgica	2013	9.8	80.58780488	46	45.29999924	46.5	16.85219618	65.39767968	17.75012414	0.489184301	50.91114398	11182817	31.89999962	27.39999962	35.59999847	39	39.79999924	38.40000153	23.20000076	28.70000076	18.70000076	8.199999809	8.600000381	8.399999619	22.5	24.70000076	23.70000076
BCR	Bélgica	2014	9.3	80.58780488	49.90000153	47.29999924	51.79999924	16.88838963	65.10676426	18.00484611	0.431837338	50.86279371	11231213	37.09999847	31.5	41.29999924	40.20000076	40.40000153	40.09999847	22.70000076	28.20000076	18.60000038	7.900000095	9	8.5	22.29999924	24	23.20000076
BCR	Bélgica	2015	0	0	0	0	0	16.94444169	64.83074188	18.22481643	0.484152118	50.80089798	11285721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1967	9	70.41390244	0	0	0	23.57752666	67.54885856	8.873614783	0.629747481	49.98939828	8310226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1968	8.6	71.22512195	0	0	0	23.3052143	67.57634376	9.11844194	0.711964743	49.98803961	8369603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1969	9.5	70.43	0	0	0	23.05254908	67.57318319	9.37426773	0.768509669	49.98920771	8434172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1970	9.1	71.25634146	0	0	0	22.81773539	67.5383133	9.643951304	0.654727362	49.99288385	8489574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1971	9.7	70.87365854	0	0	0	22.65653501	67.43083092	9.91263407	0.549996514	49.99937989	8536395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1972	9.8	70.8995122	0	0	0	22.51522107	67.31194113	10.1728378	0.465213742	50.0088287	8576200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1973	9.5	71.34219512	0	0	0	22.39972403	67.17480955	10.42546642	0.520633441	50.02080533	8620967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1974	9.8	71.20804878	0	0	0	22.31091174	67.01466325	10.67442501	0.667967361	50.0347141	8678745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1975	10.3	71.0497561	0	0	0	22.24310935	66.83480129	10.92208936	0.482739308	50.05022153	8720742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1976	10.1	71.39487805	0	0	0	22.2423196	66.56991466	11.18776574	0.433163461	50.06716522	8758599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1977	10.7	70.81609756	0	0	0	22.23893047	66.30152745	11.45954208	0.51909888	50.08592649	8804183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1978	10.5	71.18463415	0	0	0	22.22491695	66.07340539	11.70167766	0.111804755	50.10741796	8814032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1979	10.7	71.30829268	0	0	0	22.1889472	65.95298192	11.85807088	0.135011573	50.13279781	8825940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1980	11.1	71.15756098	0	0	0	22.12512133	65.97226131	11.90261736	0.402488745	50.1628778	8861535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1981	10.7	71.57195122	0	0	0	22.09437486	66.05794802	11.84767713	0.333268825	50.19767198	8891117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1982	11.2	71.18609756	0	0	0	22.00956788	66.30720311	11.68322901	0.295812783	50.23684176	8917457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1983	11.4	71.38634146	0	0	0	21.88631243	66.62910097	11.4845866	0.249546601	50.28040587	8939738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1984	11.3	71.4997561	0	0	0	21.75057329	66.88864772	11.36077899	0.23397231	50.32834821	8960679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1985	12	71.22804878	0	0	0	21.61174512	67.01302075	11.37523413	-0.001473114	50.38059182	8960547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1986	11.6	71.73073171	0	0	0	21.35601554	67.02049328	11.62349118	-0.026519755	50.43716236	8958171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1987	12	71.52682927	0	0	0	21.15749138	66.87010921	11.97239941	0.147109293	50.49767317	8971359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1988	12	71.60439024	0	0	0	20.96288007	66.65696416	12.38015576	0.112372424	50.5612166	8981446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1989	12	71.72243902	0	0	0	20.69588847	66.51722821	12.78688333	-1.170038599	50.62660306	8876972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1990	12.5	71.64146341	0	0	0	20.31946996	66.5208158	13.15971424	-1.803750479	50.69296827	8718289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1991	12.8	71.56097561	0	0	0	19.9972031	66.41092102	13.59187587	-0.99042598	50.75994167	8632367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1992	12.6	71.49439024	0	0	0	19.52873089	66.47528805	13.99598106	-1.073853191	50.8273794	8540164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGR	Bulgaria	1993	12.9	71.34682927	0	0	0	18.96370025	66.65651361	14.37978614	-0.797665852	50.89468735	8472313	0	0	0	0	0	0	0	0	0	22	20.89999962	21.39999962	0	0	0
BGR	Bulgaria	1994	13.2	71.20878049	0	0	0	18.39901576	66.84949145	14.75149279	-0.339586079	50.96095118	8443591	0	0	0	0	0	0	0	0	0	20.20000076	20.20000076	20.20000076	0	0	0
BGR	Bulgaria	1995	13.6	71.05341463	0	0	0	17.89080219	66.99476293	15.11443488	-0.4453985	51.02501569	8406067	0	0	0	0	0	0	0	0	0	16.10000038	15.69999981	15.89999962	0	0	0
BGR	Bulgaria	1996	14	70.89731707	0	0	0	17.37330177	67.13841605	15.48828218	-0.51572988	51.08642504	8362826	0	0	0	0	0	0	0	0	0	13.69999981	13.80000019	13.69999981	0	0	0
BGR	Bulgaria	1997	14.7	70.35121951	0	0	0	16.93664684	67.23049716	15.83285599	-0.608797355	51.14427294	8312068	40	36.70000076	42.79999924	52.70000076	53.29999924	52.20000076	7.300000191	10	5.099999905	13.5	13.89999962	13.69999981	0	0	0
BGR	Bulgaria	1998	14.3	71.06097561	0	0	0	16.54529662	67.31651504	16.13818833	-0.667302701	51.19633023	8256786	40.20000076	37.29999924	42.59999847	51.09999847	50.90000153	51.20000076	8.699999809	11.80000019	6.199999809	11.80000019	12.60000038	12.19999981	0	0	0
BGR	Bulgaria	1999	13.6	71.41219512	0	0	0	16.13232916	67.47668269	16.39098814	-0.560648225	51.24000477	8210624	41.29999924	39.20000076	43.09999847	51.20000076	51.40000153	50.90000153	7.599999905	9.399999619	6	14.10000038	14	14.10000038	0	0	0
BGR	Bulgaria	2000	14.1	71.66341463	56.70000076	56.40000153	57	15.6736633	67.74476877	16.58156793	-0.493896417	51.27361881	8170172	38	37.29999924	38.59999847	53.5	52.29999924	54.5	8.399999619	10.39999962	6.800000191	15.80000019	16.60000038	16.20000076	29.60000038	36.09999847	33.29999924
BGR	Bulgaria	2001	14	71.76829268	61.90000153	61.40000153	62.29999924	15.22274746	67.94853391	16.82871863	-1.851637793	51.29619937	8020282	36.20000076	33.59999847	38.20000076	53.5	52.40000153	54.40000153	10.30000019	13.89999962	7.400000095	18.89999962	20.89999962	19.89999962	35.40000153	42.79999924	39.29999924
BGR	Bulgaria	2002	14.3	71.86585366	65.90000153	66	65.80000305	14.74990101	68.22740371	17.02269528	-1.911020315	51.30853193	7868468	35.70000076	32.70000076	38.09999847	53.90000153	52.90000153	54.79999924	10.39999962	14.39999962	7.099999905	17.39999962	18.79999924	18.10000038	31.5	39	35.59999847
