Country Code	Time	"Adult literacy rate, population 15+ years, both sexes (%)"	"Agriculture, value added (% of GDP)"	"Central government debt, total (% of GDP)"	CO2 emissions (metric tons per capita)	"Death rate, crude (per 1,000 people)"	Female headed households (% of households with a female head)	"Foreign direct investment, net (BoP, current US$)"	GDP (current US$)	GDP growth (annual %)	GDP per capita (current US$)	GINI index (World Bank estimate)	"GNI per capita, Atlas method (current US$)"	"GNI per capita, PPP (current international $)"	"Inflation, consumer prices (annual %)"	"Inflation, GDP deflator (annual %)"	Internet users (per 100 people)	"Life expectancy at birth, total (years)"	Long-term unemployment (% of total unemployment)	"Long-term unemployment, female (% of female unemployment)"	"Long-term unemployment, male (% of male unemployment)"	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Population growth (annual %)	"Population, female (% of total)"	"Population, total"	Poverty headcount ratio at national poverty lines (% of population)	Unemployment with primary education (% of total unemployment)	"Unemployment with primary education, female (% of female unemployment)"	"Unemployment with primary education, male (% of male unemployment)"	Unemployment with secondary education (% of total unemployment)	"Unemployment with secondary education, female (% of female unemployment)"	"Unemployment with secondary education, male (% of male unemployment)"	Unemployment with tertiary education (% of total unemployment)	"Unemployment with tertiary education, female (% of female unemployment)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	"Unemployment, female (% of female labor force) (national estimate)"	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	"Unemployment, male (% of male labor force) (national estimate)"	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	"Unemployment, total (% of total labor force) (national estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	Women who were first married by age 18 (% of women ages 20-24)	Grand Total
HUN	2006	0	4.05321895	68.5948734	5.698187039	13.1	0	-451194078.7	1.14734E+11	3.806359977	11392.06807	0	11290	17700	3.878312373	3.537570733	47.06	73.09756098	46.29999924	45.29999924	47.20000076	15.34592434	68.76152024	15.89255542	-0.155716485	52.53601716	10071370	12.3	32.59999847	31.79999924	33.40000153	60.20000076	60.20000076	60.20000076	7.199999809	8	6.400000095	7.900000095	7.900000095	7.199999809	7.099999905	7.5	7.5	19.89999962	19.79999924	18.70000076	18.60000038	19.20000076	19.10000038	0	1.14734E+11
HUN	2007	0	3.984734588	69.22755445	5.572459521	13.2	0	-2485819395	1.3908E+11	0.42581997	13830.83241	27.94	11810	18060	7.935008875	5.350397995	53.3	73.15121951	47.5	47.90000153	47.20000076	15.13913064	68.74700049	16.11386887	-0.154915158	52.53394777	10055780	12.4	33.29999924	31.29999924	35.09999847	58.90000153	58.79999924	59	7.800000191	9.899999619	5.900000095	7.699999809	7.699999809	7.199999809	7.099999905	7.400000095	7.400000095	18.79999924	18.89999962	17.70000076	17.39999962	18.20000076	18	0	1.3908E+11
HUN	2008	0	3.95650519	72.54313474	5.463501182	13	0	-1399243483	1.57095E+11	0.839345785	15649.72297	27.53	13200	19540	6.066157153	4.990162574	61	73.70243902	47.29999924	46	48.5	14.92522062	68.73179666	16.34298271	-0.175097367	52.52639642	10038188	12.4	34.20000076	32.29999924	35.90000153	58.09999847	57.70000076	58.59999847	7.599999905	10	5.5	8	8	7.599999905	7.699999809	7.800000191	7.800000191	20.79999924	20.39999962	19	18.89999962	19.70000076	19.5	0	1.57095E+11
HUN	2009	0	3.519588199	80.98148229	4.847794745	13	0	-825238300.6	1.29774E+11	-6.55907806	12948.07667	26.97	13270	19910	4.209189843	3.934491555	62	73.90487805	42.40000153	42.40000153	42.5	14.75506956	68.69733594	16.5475945	-0.154908814	52.51495498	10022650	12.3	31.5	31.79999924	31.20000076	59.90000153	57	62.20000076	8.699999809	11.19999981	6.599999905	9.699999809	9.699999809	10.19999981	10.30000019	10	10	24.10000038	24.5	28.10000038	27.89999962	26.39999962	26.39999962	0	1.29774E+11
HUN	2010	0	3.557578572	81.65024779	5.02157825	13	0	-3839509481	1.30094E+11	0.743197936	13009.34538	29.37	13090	20570	4.881345076	2.259938687	65	74.20731707	50.29999924	49.70000076	50.70000076	14.64413124	68.63495647	16.72091229	-0.226013876	52.50089544	10000023	14.1	30.39999962	30.5	30.29999924	60.29999924	58.79999924	61.59999847	9.300000191	10.69999981	8.100000381	10.69999981	10.69999981	11.60000038	11.60000038	11.19999981	11.19999981	24.79999924	24.70000076	27.79999924	27.79999924	26.60000038	26.39999962	0	1.30094E+11
HUN	2011	0	4.632079049	90.99908061	4.789809729	12.9	0	-1859497934	1.39931E+11	1.757501673	14032.77426	28.94	13050	21500	3.920735315	2.203996675	68.01998789	74.85853659	48.79999924	48.90000153	48.70000076	14.58087351	68.47288466	16.94624184	-0.283360436	52.48466139	9971727	14.3	30.10000038	30.79999924	29.39999962	60.70000076	58	63	9.199999809	11.19999981	7.599999905	10.80000019	11	10.89999962	11.10000038	10.89999962	11	24.5	24.70000076	27.10000038	27	26	26	0	1.39931E+11
HUN	2012	0	4.608632893	94.28021046	4.487845	13	0	-2764575024	1.27176E+11	-1.688895103	12819.71206	30.55	12850	21730	5.667639606	3.504194626	70.57999815	75.06341463	46.59999847	46.09999847	46.90000153	14.54552539	68.32444061	17.130034	-0.516437607	52.46626594	9920362	15	28.89999962	29.79999924	28.10000038	61.09999847	57.29999924	64.19999695	10	12.89999962	7.599999905	10.60000038	10.60000038	11.19999981	11.30000019	10.89999962	11	27.10000038	27.10000038	28.60000038	29.10000038	27.89999962	28.20000076	0	1.27176E+11
HUN	2013	0	4.553282565	94.53781897	4.188863187	12.8	0	-166514861.2	1.34402E+11	1.889768022	13585.43018	0	13350	23350	1.721102477	3.072161189	72.6439	75.56585366	49.79999924	49.40000153	50.20000076	14.53597645	68.1539748	17.31004875	-0.275368757	52.44605097	9893082	15	28.89999962	28.5	29.20000076	61.59999847	59.09999847	63.70000076	9.5	12.5	7.099999905	10.19999981	10.10000038	10.10000038	10.19999981	10.19999981	10.19999981	28.10000038	27.89999962	26.10000038	25.60000038	27	26.60000038	0	1.34402E+11
HUN	2014	99.05011749	4.464250767	0	0	12.8	0	-3712039611	1.38347E+11	3.67222002	14021.90227	0	13340	23950	-0.222315061	3.242343298	76.13	75.87317073	48.90000153	47.90000153	49.79999924	14.54223351	67.92370525	17.53406124	-0.269378767	52.42428869	9866468	14.9	30.5	30.5	30.60000038	59.09999847	56.5	61.5	10.30000019	13	7.900000095	7.800000191	7.900000095	7.900000095	7.599999905	7.800000191	7.699999809	21.89999962	20.89999962	20.29999924	20	21	20.39999962	0	1.38347E+11
HUN	2015	99.38088226	0	0	0	0	0	-387951609.2	1.20687E+11	2.938915791	12259.11503	0	12990	24630	-0.070282476	1.770365723	72.8347	0	0	0	0	14.55870778	67.62339367	17.81789855	-0.22101201	52.40127801	9844686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20687E+11
IMN	1967	0	0	0	0	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.327084804	0	52995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52995
IMN	1968	0	0	0	0	17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412405867	0	54289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54289
IMN	1969	0	0	0	0	18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.303389254	0	55554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55554
IMN	1970	0	0	0	0	18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.063030786	0	56712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56712
IMN	1971	0	0	0	0	16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.746196804	0	57711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57711
IMN	1972	0	0	0	0	18.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.465530126	0	58563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58563
IMN	1973	0	0	0	0	16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.294456063	0	59326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59326
IMN	1974	0	0	0	0	18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.292890464	0	60098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60098
IMN	1975	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.392961989	0	60941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60941
IMN	1976	0	0	0	0	16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.561399668	0	61900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61900
IMN	1977	0	0	0	0	16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.656637852	0	62934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62934
IMN	1978	0	0	0	0	16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.551445365	0	63918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63918
IMN	1979	0	0	0	0	15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.185102285	0	64680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64680
IMN	1980	0	0	0	0	15.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659539482	0	65108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65108
IMN	1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030713474	0	65128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65128
IMN	1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.478664964	0	64817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64817
IMN	1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.639217165	0	64404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64404
IMN	1984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.306350396	0	64207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64207
IMN	1985	0	0	0	0	16.6	0	0	0	0.418923061	0	0	0	0	0	5.322116095	0	0	0	0	0	0	0	0	0.371542482	0	64446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64446
IMN	1986	0	0	0	0	0	0	0	0	19.10553834	0	0	0	0	0	2.17153666	0	0	0	0	0	0	0	0	1.201516718	0	65225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65225
IMN	1987	0	0	0	0	0	0	0	0	9.896346726	0	0	0	0	0	5.370775921	0	0	0	0	0	0	0	0	1.859190511	0	66449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66449
IMN	1988	0	0	0	0	14.9	0	0	0	11.82935653	0	0	0	0	0	4.437186116	0	0	0	0	0	0	0	0	2.163075307	0	67902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67902
IMN	1989	0	0	0	0	14.6	0	0	0	6.845213163	0	0	0	0	0	7.478872721	0	0	0	0	0	0	0	0	1.98742389	0	69265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69265
IMN	1990	0	0	0	0	0	0	0	0	4.186976816	0	0	0	0	0	9.049359762	0	0	0	0	0	0	0	0	1.500275315	0	70312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70312
IMN	1991	0	0	0	0	14.1	0	0	0	1.604987887	0	0	0	0	0	6.890457685	0	0	0	0	0	0	0	0	0.921613318	0	70963	0	0	0	0	0	0	0	0	0	0	0	3.299999952	0	4.699999809	0	4.099999905	0	5.900000095	0	9	0	7.599999905	0	70963
IMN	1992	0	0	0	0	13	0	0	0	0.787296104	0	0	0	0	0	3.755534448	0	0	0	0	0	0	0	0	0.482186091	0	71306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71306
IMN	1993	0	0	0	0	0	0	0	0	2.568276022	0	0	0	0	0	2.187959165	0	0	0	0	0	0	0	0	0.252115098	0	71486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71486
IMN	1994	0	0	0	0	12.4	0	0	0	4.00366464	0	0	0	0	0	2.537775675	0	76.52926829	0	0	0	0	0	0	0.335167758	0	71726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71726
IMN	1995	0	0	0	0	0	0	0	914727080.6	4.280900474	12672.68506	0	0	0	0	2.938880572	0	0	0	0	0	0	0	0	0.632354946	0	72181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914727080.6
IMN	1996	0	0	0	0	13.2	0	0	1023086919	7.715996458	14034.30662	0	0	0	0	2.554490458	0	0	0	0	0	0	0	0	0.989806813	0	72899	0	0	0	0	0	0	0	0	0	0	0	2.599999905	0	4.300000191	0	3.5	0	5.300000191	0	9.600000381	0	7.599999905	0	1023086919
IMN	1997	0	0	0	0	0	0	0	1180919719	8.581528171	15997.93705	0	17050	0	0	2.661685032	0	0	0	0	0	0	0	0	1.251413588	0	73817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180919719
IMN	1998	0	0	0	0	0	0	0	1382548250	13.50925874	18470.17821	0	18820	0	0	2.378768622	0	0	0	0	0	0	0	0	1.393713284	0	74853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1382548250
IMN	1999	0	0	0	0	0	0	0	1567465657	13.69321623	20657.43693	0	21350	0	0	2.300069322	0	0	0	0	0	0	0	0	1.361377605	0	75879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567465657
IMN	2000	0	0	0	0	0	0	0	1563667800	5.338364279	20358.66729	0	21920	0	0	3.267054312	0	0	0	0	0	0	0	0	1.214279583	0	76806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1563667800
IMN	2001	0	0	0	0	0	0	0	1614595291	5.376166334	20804.49555	0	22330	0	0	1.167328293	0	0	0	0	0	0	0	0	1.038775256	0	77608	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.700000048	0	1.600000024	0	3	0	4.900000095	0	4	0	1614595291
IMN	2002	0	0	0	0	11.5	0	0	1897606791	5.868974884	24229.51035	0	23340	0	0	2.945032506	0	77.96585366	0	0	0	0	0	0	0.910694698	0	78318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1897606791
IMN	2003	0	0	0	0	0	0	0	2264911807	6.327778883	28678.84529	0	27070	0	0	2.649966	0	0	0	0	0	0	0	0	0.835388505	0	78975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2264911807
IMN	2004	0	0	0	0	0	0	0	2758117365	5.199996721	34634.052	0	33330	0	0	5.962852688	0	0	0	0	0	0	0	0	0.833490523	0	79636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2758117365
IMN	2005	0	0	0	0	9.8	0	0	2971167185	5.900003046	36980.11308	0	38690	0	0	3.1620879	0	0	0	0	0	0	0	0	0.886361058	0	80345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2971167185
IMN	2006	0	0	0	0	0	0	0	3344402193	7.700001498	41232.92064	0	43240	0	0	3.276906514	0	0	0	0	0	0	0	0	0.947639559	0	81110	0	0	0	0	0	0	0	0	0	0	0	2	0	2.799999952	0	2.400000095	0	5.099999905	0	9.5	0	7.199999809	0	3344402193
IMN	2007	0	0	0	0	9.8	0	0	5686310749	7.457065044	69418.05734	0	61240	0	0	45.49894778	0	0	0	0	0	0	0	0	0.986365834	0	81914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5686310749
IMN	2008	0	0	0	0	0	0	0	5827830311	9.84866342	70438.01819	0	69570	0	0	1.550450686	0	0	0	0	0	0	0	0	0.99969858	0	82737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5827830311
IMN	2009	0	0	0	0	0	0	0	5047757848	2.127151152	60417.4588	0	74380	0	0	0.082662648	0	0	0	0	0	0	0	0	0.975441478	0	83548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5047757848
IMN	2010	0	0	0	0	0	0	0	5420291955	9.415889627	64277.06375	0	72040	0	0	-1.056330933	0	0	0	0	0	0	0	0	0.928078143	0	84327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5420291955
IMN	2011	0	0	0	0	0	0	0	6066057183	4.814762146	71307.49372	0	72670	0	0	2.972040016	0	0	0	0	0	0	0	0	0.876059347	0	85069	0	0	0	0	0	0	0	0	0	0	0	2.799999952	0	3.799999952	0	3.299999952	0	8.199999809	0	11.80000019	0	10.10000038	0	6066057183
IMN	2012	0	0	0	0	0	0	0	6432879504	6.249540692	74993.64069	0	78840	0	0	1.233721991	0	0	0	0	0	0	0	0	0.83115294	0	85779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6432879504
IMN	2013	0	0	0	0	0	0	0	6754330155	4.493510306	78119.05987	0	83920	0	0	1.537847637	0	0	0	0	0	0	0	0	0.793078976	0	86462	0	0	0	0	0	0	0	0	0	0	0	1.700000048	0	3.400000095	0	2.599999905	0	0	0	0	0	0	0	6754330155
IMN	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766181328	0	87127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87127
IMN	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746685992	0	87780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87780
IRL	1967	0	0	0	5.655047288	10.8	0	0	3343636773	0	1152.004952	0	0	0	3.18331504	0	0	70.7435122	0	0	0	30.75644627	58.10197096	11.14158277	0.471401693	49.77774848	2902450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3343636773
IRL	1968	0	0	0	6.112609971	11.4	0	0	3278584478	0	1124.516636	0	0	0	4.680851064	0	0	70.83307317	0	0	0	30.62952345	58.22792499	11.14255156	0.450327334	49.78521443	2915550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3278584478
IRL	1969	0	0	0	6.313294461	11.5	0	0	3787077344	0	1291.34992	0	0	0	7.418699186	0	0	70.91512195	0	0	0	30.60539446	58.28578242	11.10882312	0.584796988	49.78983261	2932650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3787077344
IRL	1970	0	0	0	6.564577902	11.4	0	0	4400933850	0	1488.18458	0	0	0	8.207190161	0	0	70.99621951	0	0	0	30.73514787	58.2313402	11.03351192	0.835333131	49.78999701	2957250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4400933850
IRL	1971	0	0	0	7.518940192	10.7	0	0	5103977386	3.469888073	1705.846288	0	0	0	8.961748634	10.539179	0	71.08136585	0	0	0	30.59224328	58.42812639	10.97963033	1.169898876	49.78616267	2992050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5103977386
IRL	1972	0	0	0	7.261912179	11.3	0	0	6325159323	6.489808338	2082.802682	0	2070	0	8.605817453	13.38514234	0	71.17458537	0	0	0	30.70161299	58.42664898	10.87173803	1.48620228	49.77992019	3036850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6325159323
IRL	1973	0	0	0	7.407792738	11.1	0	0	7489577851	4.721428369	2426.992612	0	2540	0	11.41485039	15.27257105	0	71.28087805	0	0	0	30.92215808	58.33318434	10.74465758	1.603875761	49.77214311	3085950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7489577851
IRL	1974	0	0	0	7.427501195	11.1	0	0	7905731909	4.260229093	2519.75519	0	2990	0	16.97612732	6.087609289	0	71.40329268	0	0	0	31.06131714	58.29568414	10.64299872	1.656675285	49.76390665	3137500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7905731909
IRL	1975	0	0	0	6.914247464	10.4	0	0	9494462892	5.656645585	2976.740572	0	3390	0	20.87585034	20.1333505	0	71.54629268	0	0	0	31.03701736	58.37849224	10.5844904	1.645353656	49.75633527	3189550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9494462892
IRL	1976	0	0	0	6.885427958	10.5	0	0	9464377441	1.394808118	2922.863279	0	3280	0	17.98569586	21.02293283	0	71.71287805	0	0	0	31.18303308	58.24848113	10.56848578	1.509145575	49.74916153	3238050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9464377441
IRL	1977	0	0	0	7.180491439	10.2	0	0	11260977195	8.211300289	3430.923525	0	3580	0	13.63636364	13.26859093	0	71.90004878	0	0	0	31.06177113	58.34193125	10.59629763	1.35426325	49.74318808	3282200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11260977195
IRL	1978	0	0	0	7.080434952	10.2	0	0	14664452582	7.186728668	4404.930036	0	4120	0	7.634615385	10.52644899	0	72.1047561	0	0	0	30.79123545	58.57106111	10.63770344	1.418806793	49.74150314	3329100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14664452582
IRL	1979	0	0	0	8.118213561	10	0	0	18339915861	3.073036235	5436.0625	0	5120	0	13.2392353	13.6760637	0	72.32302439	0	0	0	30.54821062	58.802381	10.64940838	1.332288816	49.74789112	3373750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18339915861
IRL	1980	0	0	0	7.693307548	9.8	0	0	21772289367	3.079329058	6379.597213	0	6380	0	18.22341433	14.70479731	0	72.54936585	0	0	0	30.40618721	58.98207502	10.61173777	1.150818338	49.76465123	3412800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21772289367
IRL	1981	0	0	0	7.541085143	9.5	0	0	20693412346	3.325215983	5992.879336	0	6780	0	20.34331629	17.44254479	0	72.77778049	0	0	0	30.24404967	59.08531389	10.67063644	1.171034967	49.79246928	3453000	0	0	0	0	0	0	0	0	0	0	0	8.199999809	0	11.39999962	0	10.5	0	0	0	0	0	0	0	20693412346
IRL	1982	0	0	0	7.329160881	9.3	0	0	21498879946	2.283468329	6167.559799	0	6390	0	17.1168437	15.18215891	0	73.00378049	0	0	0	30.22295416	59.09694726	10.68009858	0.94541547	49.82990181	3485800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21498879946
IRL	1983	0	0	0	7.323345582	9.4	0	0	20789378193	-0.24430117	5921.887482	0	5720	0	10.49494688	10.70887803	0	73.22239024	35.90000153	25.20000076	41.40000153	30.25089923	59.08786803	10.66123275	0.708938993	49.87455606	3510600	0	0	0	0	0	0	0	0	0	0	0	15.89999962	0	14.30000019	0	14.80000019	0	18.79999924	0	23.29999924	0	21.29999924	0	20789378193
IRL	1984	0	0	0	7.22723581	9.1	0	0	20129238177	4.354372489	5698.422351	0	5610	0	8.583489681	6.379272065	0	73.43458537	44.79999924	32.09999847	51.09999847	30.18217124	59.17203552	10.64579324	0.619707471	49.92310744	3532423	0	0	0	0	0	0	0	0	0	0	0	17.39999962	0	16	0	16.39999962	0	20.10000038	0	26.10000038	0	23.39999962	0	20129238177
IRL	1985	0	0	0	7.553554723	9.4	0	0	21293909553	3.08561493	6018.489552	0	5630	0	5.442764579	5.186327283	0	73.64090244	62.40000153	54.5	66.5	29.94504561	59.40658245	10.64837194	0.160073466	49.97296519	3538082	0	0	0	0	0	0	0	0	0	0	0	19.20000076	0	17.29999924	0	17.89999962	0	23.39999962	0	26.29999924	0	25	0	21293909553
IRL	1986	0	0	0	8.058782831	9.5	0	0	28746831708	-0.428330464	8121.285115	0	6370	0	3.815028902	6.549695757	0	73.84880488	63.20000076	55.5	67.19999695	29.66074059	59.60148915	10.73777026	0.045438028	50.02365179	3539690	0	0	0	0	0	0	0	0	0	0	0	19.5	0	17.29999924	0	18	0	22.60000038	0	29.10000038	0	26.20000076	0	28746831708
IRL	1987	0	0	0	8.530299088	8.9	0	0	33958627692	4.663091081	9592.678223	0	8220	0	3.118040089	2.197411433	0	74.06331707	64	56.59999847	67.80000305	29.22712886	59.93167931	10.84119183	0.010367602	50.07508939	3540057	0	0	0	0	0	0	0	0	0	0	0	19	0	17.60000038	0	18.10000038	0	22.79999924	0	28.60000038	0	26	0	33958627692
IRL	1988	0	0	0	8.465951139	9	0	0	37815334013	5.2174142	10727.90954	0	10420	0	2.159827214	3.24631242	0	74.28643902	63.59999847	55.40000153	67.80000305	28.67040201	60.38527961	10.94431838	-0.427686064	50.12544066	3524949	0	73.30000305	61.79999924	79.5	20.20000076	29.29999924	15.30000019	5.699999809	8.399999619	4.300000191	0	18.39999962	0	17	0	17.39999962	0	22.79999924	0	27.10000038	0	25.20000076	0	37815334013
IRL	1989	0	0	0	8.549696683	9.1	0	0	39282476058	5.813919646	11188.37236	0	11100	0	4.122621564	5.521764315	0	74.51560976	65	56.40000153	69.40000153	28.08003525	60.89981527	11.02014949	-0.396250752	50.17233725	3511009	0	74.80000305	63	81	18.89999962	28.10000038	14	5.5	8.5	3.900000095	0	16.5	0	15.89999962	0	16.10000038	0	19.60000038	0	23.70000076	0	21.79999924	0	39282476058
IRL	1990	0	0	0	8.891027651	8.9	0	0	49361026052	8.46652798	14047.06638	0	12560	12430	3.274111675	-0.729184493	0	74.74131707	65.40000153	56.20000076	70.5	27.51725601	61.42957858	11.05316541	0.084413021	50.21380223	3513974	0	73.5	62	80.30000305	19.5	28.29999924	14.39999962	6.599999905	9.5	4.800000191	0	15	0	13.60000038	0	14.10000038	0	18.20000076	0	20.89999962	0	19.70000076	0	49361026052
