Country Code	Time	"Adult literacy rate, population 15+ years, both sexes (%)"	"Agriculture, value added (% of GDP)"	"Central government debt, total (% of GDP)"	CO2 emissions (metric tons per capita)	"Death rate, crude (per 1,000 people)"	Female headed households (% of households with a female head)	"Foreign direct investment, net (BoP, current US$)"	GDP (current US$)	GDP growth (annual %)	GDP per capita (current US$)	GINI index (World Bank estimate)	"GNI per capita, Atlas method (current US$)"	"GNI per capita, PPP (current international $)"	"Inflation, consumer prices (annual %)"	"Inflation, GDP deflator (annual %)"	Internet users (per 100 people)	"Life expectancy at birth, total (years)"	Long-term unemployment (% of total unemployment)	"Long-term unemployment, female (% of female unemployment)"	"Long-term unemployment, male (% of male unemployment)"	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Population growth (annual %)	"Population, female (% of total)"	"Population, total"	Poverty headcount ratio at national poverty lines (% of population)	Unemployment with primary education (% of total unemployment)	"Unemployment with primary education, female (% of female unemployment)"	"Unemployment with primary education, male (% of male unemployment)"	Unemployment with secondary education (% of total unemployment)	"Unemployment with secondary education, female (% of female unemployment)"	"Unemployment with secondary education, male (% of male unemployment)"	Unemployment with tertiary education (% of total unemployment)	"Unemployment with tertiary education, female (% of female unemployment)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	"Unemployment, female (% of female labor force) (national estimate)"	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	"Unemployment, male (% of male labor force) (national estimate)"	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	"Unemployment, total (% of total labor force) (national estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	Women who were first married by age 18 (% of women ages 20-24)	Grand Total
IRL	1991	0	0	0	8.884672638	8.9	0	0	49843437571	1.929639512	14103.03434	0	13130	13070	3.194888179	1.801396433	0.056796044	74.95053659	60.59999847	52.70000076	65.09999847	26.77063084	62.17417244	11.05519671	0.574927781	50.24836561	3534235	0	70.69999695	61	76.5	21.39999962	29.10000038	16.89999962	7.099999905	9.600000381	5.599999905	16.60000038	16.60000038	15.39999962	15.30000019	15.80000019	15.80000019	21.20000076	21.10000038	24.79999924	24.70000076	23.20000076	23.10000038	0	49843437571
IRL	1992	0	0	0	8.721211602	8.7	0	0	55981360981	3.34327422	15732.03941	0	14440	13550	3.119790426	2.812219343	0.169686377	75.1362439	57.5	49.90000153	61.79999924	26.10962326	62.87635296	11.01402379	0.682256778	50.27560183	3558430	0	68.80000305	55.79999924	76.19999695	22.79999924	32.70000076	17.29999924	8.199999809	11.19999981	6.5	15.30000019	15.30000019	14.80000019	14.89999962	15	15	20.79999924	20.79999924	24.29999924	24.29999924	22.70000076	22.70000076	0	55981360981
IRL	1993	0	0	0	8.74130132	9	0	0	52476367136	2.692609176	14673.52834	0	14600	14230	1.408775982	5.175752568	0.281141005	75.29643902	57.79999924	50.90000153	61.90000153	25.49508244	63.55672018	10.94819738	0.499840487	50.295809	3576261	0	64.90000153	52.90000153	71.90000153	24.89999962	33.79999924	19.60000038	10.10000038	13.10000038	8.399999619	15.89999962	15.80000019	15.39999962	15.39999962	15.60000038	15.60000038	22.89999962	22.79999924	27	26.89999962	25.10000038	25	0	52476367136
IRL	1994	0	0	0	9.100127396	8.6	0	0	57161804122	5.755826972	15920.79629	0	15480	15380	2.345707128	1.694531819	0.558377222	75.43763415	62.5	55.29999924	66.80000305	24.87863944	64.23948301	10.88187756	0.394187639	50.30991964	3590386	0	63.70000076	51.40000153	71.19999695	26.39999962	35.90000153	20.70000076	9.800000191	12.80000019	8	14.69999981	14.69999981	14.5	14.5	14.60000038	14.60000038	20.60000038	20.5	25.20000076	25.10000038	23.10000038	23	0	57161804122
IRL	1995	0	6.425001697	0	9.135896261	8.9	0	0	69217500631	9.634422303	19179.98067	0	16920	16840	2.514463729	3.033996294	1.108386328	75.57134146	60.29999924	51.20000076	65.80000305	24.25144699	64.92142144	10.82713157	0.512695055	50.31858544	3608841	0	65.09999847	55.79999924	70.69999695	24.79999924	31.5	20.70000076	10	12.5	8.399999619	12.10000038	12.10000038	11.89999962	11.89999962	12	12	17.39999962	17.29999924	20.29999924	20.29999924	19	19	0	69217500631
IRL	1996	0	5.474509837	0	9.596172382	8.7	0	0	75850514113	9.269006856	20852.31769	0	19100	18350	1.693075754	0.489826683	2.199301832	75.83170732	58.59999847	50.20000076	63.90000153	23.56849078	65.68387607	10.74763315	0.791271347	50.32318848	3637510	0	64.30000305	53.09999847	71.30000305	24.60000038	32.40000153	19.60000038	11	14.39999962	8.899999619	11.80000019	11.80000019	11.69999981	11.69999981	11.69999981	11.69999981	17	17	19.10000038	19.10000038	18.20000076	18.10000038	0	75850514113
IRL	1997	0	4.407109189	0	9.911617342	8.6	0	0	82816779608	11.17799966	22540.26272	0	20810	19970	1.437210957	3.651588819	4.08825507	75.98536585	55.59999847	45.40000153	62.09999847	22.92559805	66.39753785	10.6768641	1.002814735	50.32341869	3674171	0	63.70000076	50.70000076	71.90000153	25.39999962	34.40000153	19.70000076	10.80000019	14.89999962	8.300000191	10.19999981	10.19999981	10.19999981	10.19999981	10.19999981	10.19999981	14.89999962	14.89999962	16.79999924	16.70000076	15.89999962	15.89999962	0	82816779608
IRL	1998	0	3.865656539	59.95291351	10.3845933	8.5	0	0	90074803073	8.913179803	24261.29235	0	21480	21980	2.426878025	6.313065942	8.096010043	76.1804878	0	0	0	22.330839	67.05039707	10.61876394	1.043076836	50.31651081	3712696	0	64.5	52.5	71.69999695	23.89999962	32	18.89999962	10.89999962	15.10000038	8.5	7.300000191	7.300000191	7.900000095	7.900000095	7.699999809	7.699999809	11	11	11.80000019	11.80000019	11.5	11.39999962	0	90074803073
IRL	1999	0	2.906003006	48.52023747	10.69399161	8.7	0	0	98688885468	10.76204293	26283.49138	0	22700	23130	1.640271493	4.120381054	10.93380859	76.08292683	48.29999924	37.59999847	55	21.80955739	67.61465851	10.5757841	1.127299556	50.29877408	3754786	0	61.09999847	50.09999847	68.19999695	28.79999924	36.40000153	23.89999962	8.5	11.80000019	6.400000095	5.599999905	5.599999905	5.900000095	5.900000095	5.800000191	5.800000191	8.399999619	8.399999619	8.699999809	8.699999809	8.600000381	8.600000381	0	98688885468
IRL	2000	0	2.838855286	38.43123258	10.83474264	8.2	0	0	99833960199	10.22875255	26236.3719	0	24200	25810	5.564830273	6.12664364	17.85046724	76.53658537	36.79999924	22.60000038	46.20000076	21.37722715	68.07280037	10.54997249	1.333042666	50.26877004	3805174	0	61	49.40000153	68.69999695	27.79999924	36.09999847	22.29999924	9.5	12.89999962	7.300000191	4.199999809	4.300000191	4.300000191	4.400000095	4.300000191	4.300000191	6.800000191	6.900000095	6.099999905	6.199999809	6.400000095	6.5	0	99833960199
IRL	2001	0	2.240384622	34.72874747	11.38823116	7.8	0	0	1.09077E+11	5.833502806	28212.5922	0	24150	27130	4.872354846	6.289015213	23.13881219	77.13414634	32.40000153	20.29999924	40.20000076	20.9906584	68.48564006	10.52370154	1.59215149	50.22462073	3866243	0	53.40000153	41.5	61.09999847	32.5	41.09999847	27	11.39999962	15.10000038	9	3.599999905	3.5	3.799999952	3.799999952	3.700000048	3.700000048	5.900000095	5.800000191	6.599999905	6.5	6.199999809	6.199999809	0	1.09077E+11
IRL	2002	0	1.967000851	33.62133707	11.04125081	7.5	0	0	1.27938E+11	5.936680162	32537.95748	0	24880	28870	4.651952462	5.278993731	25.85	77.63414634	29.89999962	18.60000038	36.90000153	20.65655246	68.82412814	10.5193194	1.685148857	50.17008916	3931947	0	49.20000076	37.29999924	56.20000076	33.70000076	43.70000076	27.89999962	14.39999962	15.89999962	13.5	3.700000048	3.700000048	4.5	4.5	4.199999809	4.199999809	6.599999905	6.599999905	8.800000191	8.800000191	7.800000191	7.800000191	0	1.27938E+11
IRL	2003	0	1.673284785	32.44825065	10.6811767	7.3	0	0	1.64537E+11	3.842196192	41170.06723	0	30080	31060	3.479883193	3.265625229	34.31	78.13902439	32.20000076	22.5	38.29999924	20.39529461	69.07185524	10.53285015	1.628950962	50.11583807	3996521	0	46.40000153	32.70000076	54.59999847	33.40000153	43.5	27.29999924	17.5	21.10000038	15.39999962	4	4	4.800000191	4.800000191	4.5	4.5	7.199999809	7.099999905	9.100000381	9	8.199999809	8.100000381	0	1.64537E+11
IRL	2004	0	1.797312963	30.87217145	10.75163663	7	0	0	1.93911E+11	4.40513207	47641.01377	33.72	37250	32920	2.194873403	2.611430126	36.99	78.53902439	34.40000153	23.10000038	41.20000076	20.2284689	69.21531842	10.55621268	1.828313818	50.07521045	4070262	0	48.40000153	36.20000076	55.09999847	33.40000153	39.5	30.10000038	15.80000019	22.29999924	12.30000019	3.799999952	3.799999952	5	5	4.5	4.5	7.5	7.5	8.899999619	8.899999619	8.300000191	8.300000191	0	1.93911E+11
IRL	2005	0	1.189068427	30.77228151	10.4661517	6.8	0	44824253570	2.11389E+11	6.334125561	50815.64169	33.76	44500	35120	2.431540999	2.353849152	41.61	78.94390244	33.29999924	20.89999962	41.20000076	20.16430763	69.25158789	10.58410448	2.178703014	50.05633133	4159914	0	45	32.79999924	52.70000076	34.70000076	41.29999924	30.5	17.39999962	22.89999962	13.80000019	3.900000095	4	4.599999905	4.599999905	4.300000191	4.300000191	7.800000191	8	9	9.100000381	8.5	8.600000381	0	2.11389E+11
IRL	2006	0	1.05325332	27.01606584	10.0993731	6.7	0	20816925829	2.31995E+11	6.309729023	54285.75075	32.73	48590	38740	3.938894713	2.335607916	54.82	79.24146341	31.39999962	21.5	38	20.17339778	69.16220573	10.66439649	2.696005644	50.06241351	4273591	0	39.40000153	29.89999962	45.90000153	36.20000076	41.29999924	32.70000076	19.29999924	24	16.20000076	4.199999809	4.199999809	4.599999905	4.599999905	4.400000095	4.400000095	8	8.100000381	8.899999619	9	8.5	8.600000381	0	2.31995E+11
IRL	2007	0	1.181415566	26.95255197	10.14752888	6.4	0	-4014366973	2.69715E+11	5.542750825	61313.58241	31.96	51010	40610	4.87992471	0.963540722	61.15832455	79.64146341	29.70000076	21.39999962	35	20.26118964	68.99242859	10.74638177	2.890960005	50.08806885	4398942	0	39.20000076	28.5	46.09999847	36.90000153	41.70000076	33.70000076	19.60000038	25.70000076	15.60000038	4.199999809	4.300000191	4.900000095	5	4.599999905	4.699999809	8.100000381	8	10	9.899999619	9.100000381	9.100000381	0	2.69715E+11
IRL	2008	0	0.966942816	46.82606805	9.577641293	6.3	0	34905390728	2.74714E+11	-2.162410157	61189.73248	30.91	52020	38220	4.053506283	-2.720719775	65.34	80.09512195	26.10000038	19	29.70000076	20.41485264	68.74415895	10.84098841	2.038708011	50.1225072	4489544	0	36.29999924	24.39999962	42.20000076	39	41.29999924	37.90000153	20.29999924	29.60000038	15.69999981	4.599999905	4.900000095	7.099999905	7.5	6	6.400000095	9.899999619	10.30000019	15.39999962	16	12.80000019	13.30000019	0	2.74714E+11
IRL	2009	0	0.648613774	66.97448582	8.902756001	6.3	0	545425983.9	2.35387E+11	-5.63836661	51900.26714	32.84	47160	35190	-4.47993767	-4.261085765	67.38	80.1902439	28.79999924	22	31.79999924	20.5832357	68.44833823	10.96842607	1.015663276	50.1518338	4535375	0	29.79999924	18.60000038	34.59999847	43.90000153	43.90000153	43.90000153	22.10000038	33.70000076	17.20000076	8.199999809	8.199999809	15	15	12	12	17.29999924	17	31.20000076	30.70000076	24.39999962	24	0	2.35387E+11
IRL	2010	0	1.052229567	83.68026006	8.82462504	6.1	0	-20931725589	2.20076E+11	0.398613832	48260.66536	32.3	44740	36700	-0.946166395	-2.321831618	69.85	80.74390244	48.70000076	38.09999847	53.59999847	20.71805938	68.13977503	11.14216559	0.544884384	50.16704445	4560155	0	29.5	18.89999962	34.29999924	44.70000076	45.5	44.29999924	22	32.20000076	17.39999962	9.899999619	9.800000191	17.10000038	17	13.89999962	13.89999962	21.60000038	21.20000076	34.29999924	33.70000076	28	27.60000038	0	2.20076E+11
IRL	2011	0	1.431719895	109.9948371	7.827879079	6.2	0	-25201352356	2.41785E+11	2.588084299	52828.42003	32.33	43100	37620	2.578870455	2.042864089	74.88997297	80.74634146	58.59999847	46.70000076	64.5	21.0173675	67.50554623	11.47708628	0.364213884	50.16586018	4576794	0	29.5	19.70000076	34.29999924	45.70000076	46.5	45.29999924	21.39999962	30.79999924	16.79999924	10.80000019	10.80000019	17.70000076	17.70000076	14.60000038	14.60000038	22.79999924	22.70000076	35.20000076	35	29.10000038	29.10000038	0	2.41785E+11
IRL	2012	0	1.241911423	130.4947733	7.787453479	6.3	0	-19621467336	2.24652E+11	0.151117554	48976.92975	32.52	42160	38120	1.692784715	0.368812052	76.91999254	80.89512195	61.20000076	48.29999924	67.59999847	21.27598724	66.8686004	11.85541236	0.220500759	50.15191089	4586897	0	30	19.60000038	35.20000076	46	47	45.5	21.39999962	31	16.60000038	11	11	17.60000038	17.70000076	14.69999981	14.69999981	24.10000038	24	36.5	36.40000153	30.39999962	30.39999962	0	2.24652E+11
IRL	2013	0	1.43088603	132.9785974	7.603873306	6.4	0	-12371927262	2.3826E+11	1.434302453	51814.8593	0	44450	40630	0.502678204	1.181003322	78.2477	81	59.90000153	48.79999924	66.30000305	21.48318346	66.24732968	12.26948686	0.248160454	50.12978289	4598294	0	26.39999962	17.5	31.60000038	46.70000076	47.20000076	46.40000153	23.70000076	32.09999847	18.79999924	10.80000019	10.69999981	15	15	13.10000038	13	23.39999962	23.5	29.70000076	29.79999924	26.70000076	26.79999924	0	2.3826E+11
IRL	2014	0	1.56439047	0	0	6.4	0	11685685364	2.50814E+11	5.199368895	54321.28772	0	46450	42760	0.196785831	0.142021321	79.69	81.15365854	58.20000076	48.40000153	64	21.64895178	65.64911947	12.70192875	0.410851014	50.10673422	4617225	0	26.89999962	17.70000076	32.29999924	46.29999924	47.79999924	45.40000153	24.20000076	31.89999962	19.70000076	9.800000191	9.399999619	13.10000038	12.80000019	11.60000038	11.30000019	24.20000076	20.89999962	27.29999924	26.60000038	25.79999924	23.89999962	0	2.50814E+11
IRL	2015	0	0	0	0	0	0	-20249872618	2.3802E+11	7.811395995	51289.73044	0	46680	46410	-0.294599018	5.303855078	80.1224	0	0	0	0	21.78056144	65.07993554	13.13950301	0.50719881	50.08820584	4640703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3802E+11
ISL	1967	0	0	0	7.269387324	7	0	0	621225962.2	-1.267261863	3125.649492	0	3110	0	3.276539974	2.76320176	0	73.78317073	0	0	0	33.91890796	57.50724579	8.573846247	1.613441336	49.44161819	198751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621225962.2
ISL	1968	0	0	0	7.916823831	6.9	0	0	474399471.6	-5.474906346	2354.480027	0	2790	0	12.6344086	13.71308954	0	74.00585366	0	0	0	33.52685414	57.82682309	8.646322771	1.36770413	49.43596782	201488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474399471.6
ISL	1969	0	0	0	6.220785862	7.1	0	0	414709311.4	2.374588027	2039.196295	0	2490	0	22.19570406	20.87388119	0	73.77634146	0	0	0	33.08986288	58.19273946	8.717397656	0.929223669	49.43225992	203369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414709311.4
ISL	1970	0	0	0	6.798114832	7.1	0	0	531004659.1	7.456560032	2597.387272	0	2540	0	13.0859375	19.15756339	0	73.93390244	0	0	0	32.6319034	58.58252769	8.785568907	0.524268808	49.43099534	204438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531004659.1
ISL	1971	0	0	0	7.152587604	7.3	0	0	675722954.5	13.06083765	3278.648772	0	3000	0	6.735751295	12.55327645	0	73.5704878	0	0	0	32.08693552	59.03839652	8.874667955	0.808703279	49.43250423	206098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675722954.5
ISL	1972	0	0	0	7.101254202	6.9	0	0	846506911.4	6.177334445	4047.619079	0	3720	0	9.708737864	18.33446964	0	74.45585366	0	0	0	31.59700383	59.45356129	8.949434883	1.463775579	49.43631235	209137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846506911.4
ISL	1973	0	0	0	8.255702558	7	0	0	1163864529	6.806009704	5481.730285	0	4930	0	20.95132743	31.45638406	0	74.45097561	0	0	0	31.12569395	59.85963494	9.01467111	1.509090126	49.44319352	212317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163864529
ISL	1974	0	0	0	8.093643853	7	0	0	1527559580	5.706292146	7098.028334	0	6650	0	42.72788245	37.69187494	0	74.51170732	0	0	0	30.62214281	60.29749611	9.08036108	1.352920811	49.45350753	215209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527559580
ISL	1975	0	0	0	7.418820162	6.5	0	0	1418360312	0.64615508	6506.866773	0	7450	0	49.4275657	41.86729662	0	75.57878049	0	0	0	30.06267263	60.78327017	9.154057204	1.27890789	49.46778737	217979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418360312
ISL	1976	0	0	0	7.745282847	6.1	0	-4500000	1683117418	5.95936751	7645.18209	0	7930	0	32.78176745	32.73684089	0	76.97219512	0	0	0	29.60638076	61.10863818	9.284981059	0.992857359	49.48583316	220154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683117418
ISL	1977	0	0	0	8.597153278	6.5	0	-4200000	2226538694	8.822277252	10038.54253	0	8970	0	30.64516129	32.70596307	0	76.37365854	0	0	0	29.06699318	61.5052534	9.427753419	0.744426487	49.50752222	221799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2226538694
ISL	1978	0	0	0	8.612332634	6.4	0	-8100000	2532331673	6.016714598	11328.46765	0	10800	0	44.03292181	46.24878336	0	76.64926829	0	0	0	28.48731581	61.93492516	9.577759029	0.780538211	49.53195934	223537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532331673
ISL	1979	0	0	0	8.804633752	6.6	0	-3100000	2876729410	4.860582385	12743.83419	0	13110	0	45.42857143	40.89738469	0	76.77317073	0	0	0	27.95080806	62.32674845	9.722443489	0.978479646	49.55790983	225735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2876729410
ISL	1980	0	0	0	8.181464727	6.8	0	-22300000	3409023699	5.747920705	14942.814	0	15360	0	58.54616896	52.47579212	0	76.84658537	0	0	0	27.50792322	62.63221802	9.859858763	1.058896411	49.58509953	228138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409023699
ISL	1981	0	0	0	7.596047756	7.2	0	-53000000	3521512389	4.265007105	15260.8281	0	16160	0	50.80545229	49.18540856	0	76.52146341	0	0	0	27.13848823	62.93677475	9.924737013	1.140583261	49.61284026	230755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3521512389
ISL	1982	0	0	0	6.8366202	6.8	0	-35800000	3232804218	2.154566235	13823.67322	0	15020	0	51.02711586	53.64638314	0	77.03780488	0	0	0	26.86244482	63.16033305	9.977222129	1.336610409	49.64074451	233860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3232804218
ISL	1983	0	0	0	6.530059879	7	0	23400000	2788530415	-2.151161702	11767.09307	0	12510	0	84.22198041	77.30506747	0	76.84560976	0	0	0	26.64843551	63.32654965	10.02501484	1.32404443	49.6680234	236977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2788530415
ISL	1984	0	0	0	7.578628956	6.6	0	-13700000	2887825524	4.129118234	12057.17284	0	11830	0	29.17897224	26.88076067	0	77.57658537	0	0	0	26.43737403	63.48078962	10.08183635	1.06362548	49.6930613	239511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2887825524
ISL	1985	0	0	0	6.744466767	6.8	0	-23600000	3008412960	3.292841386	12462.09879	0	11870	0	31.6872428	32.08454441	0	77.60243902	0	0	0	26.19474672	63.65161488	10.1536384	0.787667614	49.71563019	241405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008412960
ISL	1986	0	0	0	7.343650794	6.6	0	-6400000	4022192404	6.270541957	16539.98028	0	14170	0	21.90972222	24.58622481	0	77.99073171	0	0	0	25.96858424	63.79856233	10.23285343	0.732588891	49.73519835	243180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4022192404
ISL	1987	0	0	0	7.532101733	7	0	-1700000	5565384032	8.545939755	22636.4869	0	19000	0	17.7489794	19.9464888	0	77.33902439	0	0	0	25.70331393	63.96845265	10.32823342	1.095629101	49.75189069	245859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5565384032
ISL	1988	0	0	0	7.400368383	7.3	0	15900000	6156487920	-0.089726032	24651.58933	0	23350	0	25.75085668	23.13529316	0	77.08292683	0	0	0	25.41963352	64.14612743	10.43423905	1.566217581	49.766592	249740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6156487920
ISL	1989	0	0	0	7.526825969	6.8	0	35600000	5718878002	0.258439856	22617.49166	0	24080	0	20.75819508	22.86841304	0	78.14097561	0	0	0	25.15869145	64.29888311	10.54242543	1.238396064	49.78015138	252852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5718878002
ISL	1990	0	0	29.67213458	7.842665191	6.7	0	-10473394.85	6521544489	1.169370334	25592.14715	0	24680	21050	15.51071879	15.17155219	0	78.03634146	0	0	0	24.94565004	64.40568222	10.64866774	0.777662199	49.79319546	254826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6521544489
ISL	1991	0	0	31.06158827	6.856146503	7	0	10195196.33	6966138526	-0.223525511	27021.79826	0	25130	21610	6.808779591	8.36534219	0.505129002	77.99195122	5.900000095	10.39999962	1.100000024	24.79495856	64.43177006	10.77327138	1.15914942	49.80515721	257797	0	69.40000153	68.40000153	64.69999695	27.79999924	26.29999924	29.39999962	2.799999952	5.300000191	5.900000095	2.799999952	2.900000095	2.200000048	2.299999952	2.5	2.5	3.799999952	3.900000095	5.599999905	5.800000191	4.699999809	4.900000095	0	6966138526
ISL	1992	0	0	37.34401814	6.967183412	6.6	0	19494063.87	7138787995	-3.373894145	27345.70609	0	26370	21180	3.959330787	3.449289504	1.53916008	78.7602439	5.699999809	3.599999905	8.100000381	24.70805518	64.40023856	10.89170627	1.256632077	49.81588719	261057	0	65.59999847	71.90000153	58.59999847	31.10000038	28.10000038	34.5	3.299999952	0	6.900000095	4.900000095	4.900000095	3.799999952	3.799999952	4.300000191	4.300000191	10.89999962	10.89999962	8.899999619	8.899999619	9.800000191	9.899999619	0	7138787995
ISL	1993	0	0	42.71306196	7.49459854	6.6	0	14333099.95	6269347503	1.313449468	23772.29122	0	25960	21700	4.082794308	1.831847512	2.667825265	78.93463415	9.899999619	10.89999962	9	24.64908169	64.34372654	11.00719178	1.016811928	49.82677994	263725	0	63.20000076	73.69999695	55.29999924	28.89999962	23.70000076	34.20000076	5.300000191	0	10.5	5.599999905	5.599999905	5	5	5.300000191	5.300000191	9.800000191	9.699999809	10.30000019	10.19999981	10	10	0	6269347503
ISL	1994	0	0	43.74736915	7.553975062	6.5	0	24342416.78	6441621298	3.608857925	24214.70973	0	25530	22610	1.551158397	2.603376974	6.794811784	79.24707317	13.69999981	14.5	12.89999962	24.56161544	64.31351527	11.12486929	0.866835947	49.84087915	266021	0	66.19999695	73.69999695	57.5	29.89999962	23.70000076	37.5	3.900000095	2.599999905	2.5	5.5	5.5	5.099999905	5.099999905	5.300000191	5.300000191	10	10.10000038	12.89999962	12.89999962	11.5	11.5	0	6441621298
ISL	1995	0	0	45.96938161	7.280037238	7.2	0	-6465793.363	7181787874	0.11658371	26851.01722	0	25350	23050	1.654753745	2.997569713	11.2158757	77.98439024	14.69999981	14.80000019	14.60000038	24.41690908	64.33779267	11.24529826	0.542467998	49.85866728	267468	0	62.5	64.69999695	60.5	33.29999924	32.40000153	36.79999924	4.199999809	2.900000095	2.599999905	5	4.900000095	4.800000191	5.5	4.900000095	5.199999809	8.600000381	10	13.10000038	14.10000038	11	12.19999981	0	7181787874
ISL	1996	0	0	45.23668037	8.222645733	7	0	9062919.801	7501950116	4.785062433	27897.00172	0	27180	24120	2.297245232	2.474380979	14.80647932	78.77780488	18.29999924	14	22.79999924	24.30272984	64.38396232	11.31330784	0.539913017	49.88244616	268916	0	56.40000153	57.09999847	51.90000153	32.70000076	32.09999847	33.29999924	10.89999962	7.099999905	14.80000019	4.099999905	3.5	3.400000095	3.700000048	3.700000048	3.599999905	7.5	7.800000191	9.100000381	9.5	8.300000191	8.699999809	0	7501950116
ISL	1997	0	9.742803198	68.22728733	7.763336874	6.8	0	-50015306.65	7596126046	4.913189617	28016.7524	0	28300	26000	1.746998729	2.905557129	27.47886875	78.88536585	14.30000019	10.30000019	18.89999962	24.07862228	64.5246666	11.39671112	0.819197091	49.91018996	271128	0	54.40000153	67.69999695	38.5	33.29999924	25.79999924	46.20000076	12.30000019	6.5	15.39999962	4.5	3.799999952	3.400000095	3.599999905	3.900000095	3.700000048	7.199999809	7.800000191	8.399999619	8.399999619	7.800000191	8.100000381	0	7596126046
ISL	1998	0	9.734404367	63.44044774	7.667265104	6.6	0	-150011186.9	8468339856	6.520021855	30901.04929	0	29010	27680	1.716725091	4.738294547	36.2642065	79.60243902	14.69999981	16.20000076	12.89999962	23.79412704	64.72449631	11.48137665	1.070859043	49.93468037	274047	0	59.5	69.59999847	50	28.60000038	21.70000076	38.90000153	9.5	8.699999809	11.10000038	3.200000048	3.799999952	2.299999952	2.400000095	2.700000048	3.099999905	5.5	7.699999809	6.300000191	6.300000191	5.900000095	7	0	8468339856
ISL	1999	0	9.260007863	59.51456422	7.456127132	6.9	0	45612766.78	8928185824	4.163206319	32187.44551	0	30220	28590	3.224749922	3.180513921	41.29456671	79.35121951	10.69999981	13.39999962	6.400000095	23.51603587	64.93591402	11.54805012	1.209238786	49.94611604	277381	0	64.69999695	72	53.70000076	27.79999924	20.70000076	38.40000153	7.5	7.300000191	7.800000191	2.599999905	2.799999952	1.5	1.600000024	2	2.200000048	4.400000095	5.099999905	4.400000095	3.5	4.400000095	4.300000191	0	8928185824
ISL	2000	0	8.435589213	58.91682916	7.693782116	6.5	0	221834440.7	8924735423	4.723636719	31737.47061	0	31540	28730	5.11872936	3.740436267	44.47053382	79.65365854	10.60000038	12.5	8	23.2758682	65.13936006	11.58477174	1.369192833	49.93848101	281205	0	66.30000305	65	68.40000153	30.20000076	29.39999962	31.60000038	3.5	5.5	0	2.900000095	2.599999905	1.799999952	1.299999952	2.299999952	1.899999976	3.599999905	3.799999952	5.699999809	5	4.599999905	4.400000095	0	8924735423
